Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,22,SYR,NBA,SG,68,1625,13.3,0.498,0.259,NA,NA,NA,NA,NA,3.2,1.3,4.5,0.132
1959-60,23,SYR,NBA,SG,70,1979,14.1,0.514,0.232,NA,NA,NA,NA,NA,4.2,1.6,5.8,0.141
1960-61,24,SYR,NBA,SG,79,2763,16.3,0.499,0.285,NA,NA,NA,NA,NA,5.4,2.5,7.9,0.137
1961-62,25,SYR,NBA,SG,71,2705,17.5,0.5,0.28,NA,NA,NA,NA,NA,5,3.5,8.5,0.151
1962-63,26,SYR,NBA,SG,80,2631,17.3,0.526,0.336,NA,NA,NA,NA,NA,5.7,2.5,8.2,0.149
1963-64,27,PHI,NBA,SG,80,3157,17.7,0.506,0.326,NA,NA,NA,NA,NA,6.1,2,8.1,0.124
1964-65,28,PHI,NBA,SG,70,2600,16.3,0.495,0.332,NA,NA,NA,17.9,NA,4.4,2.2,6.6,0.121
1965-66,29,PHI,NBA,SG,80,3326,15.9,0.504,0.325,NA,NA,NA,15.7,NA,5.5,4,9.5,0.138
1966-67,30,PHI,NBA,SG,80,3086,15,0.51,0.306,NA,NA,NA,12.7,NA,5,2.6,7.6,0.118
1967-68,31,PHI,NBA,SG,82,3263,17.1,0.529,0.338,NA,NA,NA,14.9,NA,6.9,4.3,11.2,0.165
1968-69,32,PHI,NBA,SG,82,3311,16.9,0.517,0.34,NA,NA,NA,17.2,NA,6.5,3.4,9.9,0.144
1969-70,33,PHI,NBA,SG,80,3024,15.8,0.506,0.279,NA,NA,NA,17.7,NA,3.3,3,6.2,0.099
1970-71,34,PHI,NBA,SG,81,3060,13.8,0.487,0.295,NA,NA,5.3,16.7,NA,2.3,2.7,5.1,0.079
1971-72,35,PHI,NBA,PG,81,2410,12,0.495,0.27,NA,NA,5.1,17.7,NA,1.7,1.8,3.5,0.07
1972-73,36,PHI,NBA,PG,38,848,8.9,0.429,0.168,NA,NA,5.6,16.9,NA,-0.3,0.4,0.1,0.005
Career,NA,,NBA,,1122,39788,15.7,0.506,0.304,NA,NA,5.3,16.2,NA,64.9,37.7,102.7,0.124
