Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,22,SYR,NBA,SG,68,NA,1625,6.8,15,0.454,3,3.9,0.778,4.3,2.2,4.2,16.7
1959-60,23,SYR,NBA,SG,70,NA,1979,7.1,14.8,0.476,2.7,3.4,0.783,5.5,3.4,3.8,16.8
1960-61,24,SYR,NBA,SG,79,NA,2763,8.1,18,0.451,4,5.1,0.774,5.9,3.9,3.2,20.2
1961-62,25,SYR,NBA,SG,71,NA,2705,8.6,19.2,0.447,4.4,5.4,0.819,7,4.2,3.4,21.5
1962-63,26,SYR,NBA,SG,80,NA,2631,8.2,17.7,0.464,5,5.9,0.834,6.3,3.8,3.9,21.4
1963-64,27,PHI,NBA,SG,80,NA,3157,8.2,18.4,0.444,5,6,0.829,5.5,4.3,3.3,21.3
1964-65,28,PHI,NBA,SG,70,NA,2600,7.5,17.2,0.433,4.6,5.7,0.811,4.9,4.3,3.5,19.6
1965-66,29,PHI,NBA,SG,80,NA,3326,7.6,17.1,0.445,4.5,5.6,0.804,5.1,4.2,3.4,19.7
1966-67,30,PHI,NBA,SG,80,NA,3086,8.2,17.8,0.459,4.3,5.4,0.788,4.9,3.5,3.5,20.6
1967-68,31,PHI,NBA,SG,82,NA,3263,8.6,17.9,0.478,4.7,6.1,0.769,4.9,4.1,3.2,21.8
1968-69,32,PHI,NBA,SG,82,NA,3311,8,17.3,0.459,4.7,5.9,0.796,4.7,4.5,3.2,20.6
1969-70,33,PHI,NBA,SG,80,NA,3024,8.4,18.5,0.455,4.2,5.1,0.815,4.5,4.8,3.6,21
1970-71,34,PHI,NBA,SG,81,NA,3060,7,16.1,0.431,3.8,4.8,0.805,4.3,4.3,3.4,17.7
1971-72,35,PHI,NBA,PG,81,NA,2410,5.8,12.9,0.449,2.7,3.5,0.774,4,4.7,4,14.3
1972-73,36,PHI,NBA,PG,38,NA,848,3.9,9.8,0.392,1.4,1.7,0.821,4.5,4.7,3.2,9.1
Career,NA,,NBA,,1122,NA,39788,7.7,17,0.452,4.1,5.2,0.801,5.1,4.1,3.5,19.5
