Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,25,DET,NBA,PF,82,NA,1489,10.1,21,0.481,3,4.1,0.739,2.9,6.5,9.5,2.5,1.4,1,6.8,23.2,NA,NA,94
1974-75,26,DET,NBA,PF,78,NA,1472,9.3,21.2,0.442,3.2,4.2,0.756,2.3,6.7,9,2,1.2,0.5,6.8,21.9,NA,NA,101
1975-76,27,DET,NBA,PF,76,NA,1091,11.6,25.2,0.462,2.6,3.7,0.716,3.3,6.3,9.6,2.1,1.4,1,7,25.9,NA,NA,101
1976-77,28,DET,NBA,PF,6,NA,68,9.7,18.8,0.517,1.9,2.6,0.75,2.6,3.9,6.5,1.9,0,0.6,8.4,21.4,NA,NA,107
Career,NA,,NBA,,242,NA,4120,10.2,22.1,0.463,3,4,0.739,2.8,6.5,9.3,2.2,1.3,0.8,6.9,23.4,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,242,NA,4120,10.2,22.1,0.463,3,4,0.739,2.8,6.5,9.3,2.2,1.3,0.8,6.9,23.4,NA,NA,98
