,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,ATL,NBA,,5,13,1,3,,,6,2,,,5,11
1972-73,24,ATL,NBA,,4,12,3,5,,,7,2,,,5,8
1973-74,25,DET,NBA,,11,17,2,2,,,5,2,,,6,22
1974-75,26,DET,NBA,,10,,4,5,,,,,,,,24
1975-76,27,DET,NBA,,6,16,5,6,,,5,2,,,5,17
Career,,,,,11,,5,6,,,,,,,,24
3 Seasons,,DET,NBA,,11,,5,6,,,,,,,,24
2 Seasons,,ATL,NBA,,5,13,3,5,,,7,2,,,5,11
