Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,ATL,NBA,PF,60,NA,890,5.8,15.7,0.371,4.2,5.6,0.755,NA,NA,7.4,2.1,NA,NA,5.8,15.9
1972-73,24,ATL,NBA,PF,77,NA,1853,7,16,0.436,2.9,3.8,0.773,NA,NA,8.8,2.5,NA,NA,5.3,16.9
1973-74,25,DET,NBA,PF,82,NA,1489,8.1,16.8,0.481,2.4,3.2,0.739,2.3,5.2,7.6,2,1.1,0.8,5.5,18.5
1974-75,26,DET,NBA,PF,78,NA,1472,7,15.9,0.442,2.4,3.2,0.756,1.7,5,6.8,1.5,0.9,0.3,5.1,16.5
1975-76,27,DET,NBA,PF,76,NA,1091,9.2,19.9,0.462,2.1,2.9,0.716,2.6,4.9,7.6,1.6,1.1,0.8,5.5,20.4
1976-77,28,DET,NBA,PF,6,NA,68,7.9,15.4,0.517,1.6,2.1,0.75,2.1,3.2,5.3,1.6,0,0.5,6.9,17.5
Career,NA,,NBA,,379,NA,6863,7.4,16.7,0.444,2.7,3.6,0.752,2.2,5,7.7,2,1,0.6,5.4,17.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,242,NA,4120,8,17.3,0.463,2.3,3.1,0.739,2.2,5,7.2,1.7,1,0.6,5.4,18.3
2 seasons,NA,ATL,NBA,,137,NA,2743,6.6,15.9,0.415,3.3,4.4,0.766,NA,NA,8.4,2.3,NA,NA,5.5,16.5
