,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,ATL,NBA,,13,,9,15,,,,,,,,34
1972-73,24,ATL,NBA,,12,,10,11,,,,,,,,26
1973-74,25,DET,NBA,,11,,9,10,,,,,,,,22
1974-75,26,DET,NBA,,11,,6,7,,,,,,,,24
1975-76,27,DET,NBA,,12,,5,6,,,,,,,,27
1976-77,28,DET,NBA,,6,,3,4,,,,,,,,15
Career,,,,,13,,10,15,,,,,,,,34
4 Seasons,,DET,NBA,,12,,9,10,,,,,,,,27
2 Seasons,,ATL,NBA,,13,,10,15,,,,,,,,34
