Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,ATL,NBA,PF,60,NA,890,144,388,0.371,105,139,0.755,NA,NA,183,51,NA,NA,144,393
1972-73,24,ATL,NBA,PF,77,NA,1853,359,824,0.436,150,194,0.773,NA,NA,455,127,NA,NA,274,868
1973-74,25,DET,NBA,PF,82,NA,1489,333,693,0.481,99,134,0.739,97,216,313,81,47,33,226,765
1974-75,26,DET,NBA,PF,78,NA,1472,288,652,0.442,99,131,0.756,71,205,276,63,37,14,210,675
1975-76,27,DET,NBA,PF,76,NA,1091,278,602,0.462,63,88,0.716,79,150,229,50,33,23,167,619
1976-77,28,DET,NBA,PF,6,NA,68,15,29,0.517,3,4,0.75,4,6,10,3,0,1,13,33
Career,NA,,NBA,,379,NA,6863,1417,3188,0.444,519,690,0.752,251,577,1466,375,117,71,1034,3353
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,242,NA,4120,914,1976,0.463,264,357,0.739,251,577,828,197,117,71,616,2092
2 seasons,NA,ATL,NBA,,137,NA,2743,503,1212,0.415,255,333,0.766,NA,NA,638,178,NA,NA,418,1261
