Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,ATL,NBA,PF,60,890,10.2,0.437,0.358,NA,NA,10,8,NA,NA,NA,-0.7,0.5,-0.2,-0.012,NA,NA,NA,NA,NA
1972-73,24,ATL,NBA,PF,77,1853,13.1,0.477,0.235,NA,NA,11.7,9.3,NA,NA,NA,0.9,1.6,2.4,0.063,NA,NA,NA,NA,NA
1973-74,25,DET,NBA,PF,82,1489,14.8,0.509,0.193,6.7,14.9,10.8,8.4,1.4,1.2,NA,1.3,2.2,3.5,0.113,NA,-1.1,0.1,-1,0.4
1974-75,26,DET,NBA,PF,78,1472,12.3,0.476,0.201,5.4,15.2,10.3,6.7,1.2,0.5,NA,0.1,0.9,1,0.033,NA,-2.8,-1.7,-4.5,-0.9
1975-76,27,DET,NBA,PF,76,1091,15.6,0.483,0.146,7.4,14.5,10.8,7.2,1.4,1.1,NA,0.8,0.8,1.5,0.068,NA,-0.8,-1.5,-2.2,-0.1
1976-77,28,DET,NBA,PF,6,68,11.5,0.536,0.138,6.1,9.1,7.6,6,0,0.8,NA,0.1,0,0.1,0.062,NA,-3.1,-0.8,-3.9,0
Career,NA,,NBA,,379,6863,13.3,0.48,0.216,6.4,14.8,10.8,8,1.3,0.9,NA,2.4,6,8.4,0.059,NA,-1.6,-1,-2.6,-0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,242,4120,14.1,0.49,0.181,6.4,14.8,10.6,7.4,1.3,0.9,NA,2.2,3.9,6.1,0.072,NA,-1.6,-1,-2.6,-0.6
2 seasons,NA,ATL,NBA,,137,2743,12.1,0.464,0.275,NA,NA,11.2,8.8,NA,NA,NA,0.2,2.1,2.2,0.039,NA,NA,NA,NA,NA
