Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,NYK,NBA,C,1,6,-13.2,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,-0.1,0,-0.1,-0.759
1968-69,25,NYK,NBA,C,10,62,8.8,0.337,NA,0.2,NA,NA,NA,5.9,NA,NA,NA,NA,-0.1,0.1,0,0.013
1969-70,26,NYK,NBA,C,18,128,8.8,0.418,NA,0.213,NA,NA,NA,5.9,NA,NA,NA,NA,-0.1,0.2,0.1,0.044
Career,NA,,NBA,,29,196,8.1,0.376,NA,0.197,NA,NA,NA,5.7,NA,NA,NA,NA,-0.3,0.4,0,0.01
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,29,196,8.1,0.376,NA,0.197,NA,NA,NA,5.7,NA,NA,NA,NA,-0.3,0.4,0,0.01
