Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1966-67,23,CHI,NBA,C,9,NA,7.2,0.9,2.3,0.381,NA,NA,NA,0.9,2.3,0.381,0.381,0.7,0.9,0.75,NA,NA,3.1,0.2,NA,NA,2,2.4
1967-68,24,NYK,NBA,C,42,NA,6.5,1.2,3.2,0.388,NA,NA,NA,1.2,3.2,0.388,0.388,0.2,0.4,0.667,NA,NA,2.7,0.5,NA,NA,1.6,2.7
1968-69,25,NYK,NBA,C,67,NA,9.1,1.2,3.4,0.363,NA,NA,NA,1.2,3.4,0.363,0.363,0.4,0.9,0.475,NA,NA,3.3,0.8,NA,NA,2.1,2.9
1969-70,26,NYK,NBA,C,81,NA,9.2,1.2,2.9,0.417,NA,NA,NA,1.2,2.9,0.417,0.417,0.5,1,0.519,NA,NA,3.2,0.6,NA,NA,2.3,2.9
1970-71,27,BUF,NBA,C,44,NA,11,1.3,3.4,0.392,NA,NA,NA,1.3,3.4,0.392,0.392,0.5,0.9,0.526,NA,NA,3.9,0.9,NA,NA,2.1,3.1
1971-72,28,PTC,ABA,C,18,NA,12.1,1.1,2.9,0.358,0,0.1,0,1.1,2.9,0.365,0.358,0.3,0.5,0.556,1.8,3.1,4.8,0.7,NA,0.9,2.7,2.4
Career,NA,,TOT,,261,NA,9.1,1.2,3.1,0.388,0,0.1,0,1.2,3.1,0.388,0.388,0.4,0.8,0.529,1.8,3.1,3.4,0.7,NA,0.9,2.1,2.9
,NA,,NBA,,243,NA,8.9,1.2,3.1,0.39,NA,NA,NA,1.2,3.1,0.39,0.39,0.4,0.8,0.527,NA,NA,3.3,0.7,NA,NA,2.1,2.9
,NA,,ABA,,18,NA,12.1,1.1,2.9,0.358,0,0.1,0,1.1,2.9,0.365,0.358,0.3,0.5,0.556,1.8,3.1,4.8,0.7,NA,0.9,2.7,2.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,190,NA,8.5,1.2,3.1,0.39,NA,NA,NA,1.2,3.1,0.39,0.39,0.4,0.8,0.516,NA,NA,3.1,0.6,NA,NA,2.1,2.9
1 season,NA,BUF,NBA,,44,NA,11,1.3,3.4,0.392,NA,NA,NA,1.3,3.4,0.392,0.392,0.5,0.9,0.526,NA,NA,3.9,0.9,NA,NA,2.1,3.1
1 season,NA,PTC,ABA,,18,NA,12.1,1.1,2.9,0.358,0,0.1,0,1.1,2.9,0.365,0.358,0.3,0.5,0.556,1.8,3.1,4.8,0.7,NA,0.9,2.7,2.4
1 season,NA,CHI,NBA,,9,NA,7.2,0.9,2.3,0.381,NA,NA,NA,0.9,2.3,0.381,0.381,0.7,0.9,0.75,NA,NA,3.1,0.2,NA,NA,2,2.4
