Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,NYK,NBA,C,1,NA,6,0,4,0,NA,NA,NA,0,4,0,0,0,0,NA,NA,NA,3,0,NA,NA,1,0
1968-69,25,NYK,NBA,C,10,NA,6.2,0.4,1.5,0.267,NA,NA,NA,0.4,1.5,0.267,0.267,0.3,0.3,1,NA,NA,3.2,0.3,NA,NA,1.6,1.1
1969-70,26,NYK,NBA,C,18,NA,7.1,1,2.6,0.383,NA,NA,NA,1,2.6,0.383,0.383,0.4,0.6,0.7,NA,NA,2.4,0.3,NA,NA,1.9,2.4
Career,NA,,NBA,,29,NA,6.8,0.8,2.3,0.333,NA,NA,NA,0.8,2.3,0.333,0.333,0.3,0.4,0.769,NA,NA,2.7,0.3,NA,NA,1.8,1.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,29,NA,6.8,0.8,2.3,0.333,NA,NA,NA,0.8,2.3,0.333,0.333,0.3,0.4,0.769,NA,NA,2.7,0.3,NA,NA,1.8,1.9
