,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,NYK,NBA,,0,4,,,,,0,0,,,3,0,,,1,0
1968-69,25,NYK,NBA,,1,3,,,,,3,3,,,10,1,,,5,5
1969-70,26,NYK,NBA,,9,,,,,,2,2,,,,,,,,18
Career,,,,,9,,,,,,3,3,,,,,,,,18
