Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,27,CAR,ABA,SG,4,NA,133,7.5,18.1,0.415,0,0.7,0,7.5,17.4,0.431,2.4,4.1,0.583,1.4,5.1,6.5,3.8,2.4,0,2.1,6.2,17.4,NA,94,109
1974-75,28,KEN,ABA,SG,15,NA,544,6.6,15.8,0.418,0,0.4,0,6.6,15.4,0.43,2.9,3.7,0.78,1.8,5.6,7.4,7.8,2.6,0.4,3.5,4.8,16.1,NA,98,100
1975-76,29,NYA,ABA,SG,8,NA,96,4.8,17.6,0.27,0,0.5,0,4.8,17.1,0.278,2.9,4.8,0.6,2.4,2.9,5.2,3.3,2.4,0.5,4.8,9,12.4,NA,68,107
1976-77,30,DEN,NBA,SG,6,NA,170,5.1,12.3,0.413,NA,NA,NA,5.1,12.3,0.413,1.6,2.1,0.75,1.3,2.4,3.7,7.2,2.7,0.5,NA,3.2,11.8,NA,NA,100
1977-78,31,PHI,NBA,PG,5,NA,31,4.3,14.2,0.3,NA,NA,NA,4.3,14.2,0.3,0,0,NA,2.8,5.7,8.5,14.2,7.1,0,7.1,5.7,8.5,NA,72,89
1978-79,32,PHO,NBA,SG,14,NA,103,6.8,15.4,0.441,NA,NA,NA,6.8,15.4,0.441,5.9,7.3,0.813,2.3,5,7.3,5.9,2.7,0,7.3,9.1,19.5,NA,88,97
Career,NA,,TOT,,52,NA,1077,6.3,15.6,0.401,0,0.5,0,6.3,15.3,0.41,2.8,3.8,0.736,1.8,4.7,6.5,6.8,2.7,0.3,3.3,5.6,15.3,NA,91,101
,NA,,ABA,,27,NA,773,6.5,16.5,0.397,0,0.5,0,6.5,16,0.409,2.8,3.9,0.714,1.8,5.2,7,6.5,2.5,0.4,3.4,5.6,15.9,NA,93,102
,NA,,NBA,,25,NA,304,5.6,13.5,0.411,NA,NA,NA,5.6,13.5,0.411,2.9,3.6,0.792,1.8,3.6,5.4,7.5,3.2,0.3,3.2,5.4,14,NA,84,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,15,NA,544,6.6,15.8,0.418,0,0.4,0,6.6,15.4,0.43,2.9,3.7,0.78,1.8,5.6,7.4,7.8,2.6,0.4,3.5,4.8,16.1,NA,98,100
1 season,NA,PHO,NBA,,14,NA,103,6.8,15.4,0.441,NA,NA,NA,6.8,15.4,0.441,5.9,7.3,0.813,2.3,5,7.3,5.9,2.7,0,7.3,9.1,19.5,NA,88,97
1 season,NA,NYA,ABA,,8,NA,96,4.8,17.6,0.27,0,0.5,0,4.8,17.1,0.278,2.9,4.8,0.6,2.4,2.9,5.2,3.3,2.4,0.5,4.8,9,12.4,NA,68,107
1 season,NA,DEN,NBA,,6,NA,170,5.1,12.3,0.413,NA,NA,NA,5.1,12.3,0.413,1.6,2.1,0.75,1.3,2.4,3.7,7.2,2.7,0.5,NA,3.2,11.8,NA,NA,100
1 season,NA,PHI,NBA,,5,NA,31,4.3,14.2,0.3,NA,NA,NA,4.3,14.2,0.3,0,0,NA,2.8,5.7,8.5,14.2,7.1,0,7.1,5.7,8.5,NA,72,89
1 season,NA,CAR,ABA,,4,NA,133,7.5,18.1,0.415,0,0.7,0,7.5,17.4,0.431,2.4,4.1,0.583,1.4,5.1,6.5,3.8,2.4,0,2.1,6.2,17.4,NA,94,109
