Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1987-88,23,DAL,NBA,SG,30,0,157,8.2,21.7,0.377,0,1.9,0,8.2,19.9,0.413,2.8,3.2,0.9,2.8,2.8,5.7,5,0.9,0.3,6.9,5.7,19.2,NA,80,112
1988-89,24,UTA,NBA,SG,37,0,412,6.8,16.9,0.401,1.1,2.4,0.45,5.7,14.5,0.393,3.4,4.9,0.707,2.6,3.9,6.5,3.3,1.1,0,3.1,4.9,18.1,NA,97,106
1989-90,25,SEA,NBA,SG,38,0,400,11.2,25.6,0.438,1,3.4,0.296,10.2,22.2,0.46,7.2,10.1,0.713,2.1,3.3,5.4,3.1,2.1,0.1,3.4,5.5,30.6,NA,107,112
1990-91,26,TOT,NBA,SG,27,1,456,9.4,20.7,0.453,0.5,2.1,0.217,8.9,18.6,0.48,4.5,6,0.738,2.7,3.6,6.3,3.5,1.2,0.2,3.5,5.4,23.7,NA,102,118
1990-91,26,PHI,NBA,SG,2,0,13,7.7,27,0.286,0,3.9,0,7.7,23.1,0.333,7.7,7.7,1,7.7,11.6,19.3,0,0,0,3.9,0,23.1,NA,86,109
1990-91,26,DEN,NBA,SG,25,1,443,9.4,20.6,0.458,0.5,2.1,0.227,9,18.5,0.485,4.4,6,0.73,2.6,3.4,6,3.6,1.2,0.2,3.5,5.5,23.7,NA,102,118
1993-94,29,DEN,NBA,SG,4,0,29,3.4,10.3,0.333,0,3.4,0,3.4,6.9,0.5,0,0,NA,0,3.4,3.4,6.9,0,0,8.6,5.2,6.9,NA,51,110
Career,NA,,NBA,,136,1,1454,8.9,20.8,0.428,0.7,2.5,0.282,8.2,18.3,0.448,4.6,6.4,0.73,2.5,3.5,6,3.6,1.4,0.1,3.8,5.3,23.2,NA,99,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,38,0,400,11.2,25.6,0.438,1,3.4,0.296,10.2,22.2,0.46,7.2,10.1,0.713,2.1,3.3,5.4,3.1,2.1,0.1,3.4,5.5,30.6,NA,107,112
1 season,NA,UTA,NBA,,37,0,412,6.8,16.9,0.401,1.1,2.4,0.45,5.7,14.5,0.393,3.4,4.9,0.707,2.6,3.9,6.5,3.3,1.1,0,3.1,4.9,18.1,NA,97,106
1 season,NA,DAL,NBA,,30,0,157,8.2,21.7,0.377,0,1.9,0,8.2,19.9,0.413,2.8,3.2,0.9,2.8,2.8,5.7,5,0.9,0.3,6.9,5.7,19.2,NA,80,112
2 seasons,NA,DEN,NBA,,29,1,472,9.1,20,0.455,0.5,2.2,0.208,8.7,17.9,0.485,4.2,5.7,0.73,2.4,3.4,5.9,3.8,1.2,0.2,3.8,5.5,22.8,NA,100,117
1 season,NA,PHI,NBA,,2,0,13,7.7,27,0.286,0,3.9,0,7.7,23.1,0.333,7.7,7.7,1,7.7,11.6,19.3,0,0,0,3.9,0,23.1,NA,86,109
