Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,24,MNL,NBA,PG,72,NA,1943,303,867,0.349,186,241,0.772,220,169,140,792
1957-58,25,MNL,NBA,PG,66,NA,2074,266,794,0.335,205,268,0.765,237,218,145,737
1958-59,26,MNL,NBA,PG,58,NA,1598,206,552,0.373,120,160,0.75,178,186,119,532
1959-60,27,MNL,NBA,PG,73,NA,2074,231,717,0.322,136,193,0.705,245,252,171,598
1960-61,28,LAL,NBA,PG,55,NA,600,61,207,0.295,71,100,0.71,70,81,70,193
1961-62,29,CHP,NBA,PG,70,NA,2464,423,1128,0.375,279,371,0.752,199,378,186,1125
1962-63,30,CHZ,NBA,PG,32,NA,879,84,245,0.343,59,85,0.694,68,143,84,227
Career,NA,,NBA,,426,NA,11632,1574,4510,0.349,1056,1418,0.745,1217,1427,915,4204
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"MNL,LAL",NBA,,324,NA,8289,1067,3137,0.34,718,962,0.746,950,906,645,2852
2 seasons,NA,"CHP,CHZ",NBA,,102,NA,3343,507,1373,0.369,338,456,0.741,267,521,270,1352
