,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,24,MNL,NBA,,14,,14,14,,,5,42
1958-59,26,MNL,NBA,,9,21,6,8,,,5,23
1959-60,27,MNL,NBA,,8,,4,6,,,5,19
1960-61,28,LAL,NBA,,3,,1,3,,,2,6
Career,,,,,14,,14,14,,,5,42
