Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,24,MNL,NBA,PG,72,1943,11.4,0.407,0.278,NA,NA,NA,NA,NA,-0.3,1.6,1.3,0.032
1957-58,25,MNL,NBA,PG,66,2074,10.1,0.404,0.338,NA,NA,NA,NA,NA,-0.3,0.7,0.4,0.009
1958-59,26,MNL,NBA,PG,58,1598,10.9,0.427,0.29,NA,NA,NA,NA,NA,0.4,1,1.5,0.044
1959-60,27,MNL,NBA,PG,73,2074,8,0.373,0.269,NA,NA,NA,NA,NA,-2.2,2,-0.1,-0.003
1960-61,28,LAL,NBA,PG,55,600,8.1,0.384,0.483,NA,NA,NA,NA,NA,-0.6,0.6,0.1,0.006
1961-62,29,CHP,NBA,PG,70,2464,12.2,0.436,0.329,NA,NA,NA,NA,NA,-0.1,1.3,1.2,0.024
1962-63,30,CHZ,NBA,PG,32,879,8.1,0.402,0.347,NA,NA,NA,NA,NA,-0.7,0.2,-0.5,-0.026
Career,NA,,NBA,,426,11632,10.2,0.409,0.314,NA,NA,NA,NA,NA,-3.6,7.4,3.8,0.016
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"MNL,LAL",NBA,,324,8289,9.9,0.401,0.307,NA,NA,NA,NA,NA,-2.9,5.9,3.1,0.018
2 seasons,NA,"CHP,CHZ",NBA,,102,3343,11.1,0.43,0.332,NA,NA,NA,NA,NA,-0.8,1.5,0.7,0.011
