Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,25,CHI,NBA,C,10,2,17,2.5,5,0.5,0,0,NA,2.5,5,0.5,0.5,1.3,1.8,0.722,1.3,3.2,4.5,1.8,0.6,0.8,2.1,3.8,6.3
1994-95,26,CHI,NBA,C,10,8,20.4,2.4,5,0.48,0,0,NA,2.4,5,0.48,0.48,0.8,1,0.8,0.6,2.6,3.2,1.1,0.7,0.5,1,4.1,5.6
1995-96,27,CHI,NBA,C,18,18,24.4,3.4,7.2,0.469,0,0,NA,3.4,7.2,0.469,0.469,1.6,2.1,0.757,1.9,2.7,4.6,1.6,0.4,1.4,2.1,4.6,8.3
1996-97,28,CHI,NBA,C,19,19,22.7,3,5.5,0.548,0,0,NA,3,5.5,0.548,0.548,0.5,1.4,0.385,2.1,2.4,4.4,1.8,0.4,0.8,1.5,3.4,6.5
1997-98,29,CHI,NBA,C,18,16,25.3,3,6.7,0.45,0,0,NA,3,6.7,0.45,0.45,1.9,2.2,0.872,1.9,3.1,5,1.9,0.7,0.8,2,4.1,7.9
1998-99,30,PHO,NBA,C,3,2,17,0.7,4,0.167,0,0,NA,0.7,4,0.167,0.167,0,0,NA,0.7,2.3,3,0.3,1,0,0.7,0.7,1.3
1999-00,31,PHO,NBA,C,9,9,18,2,5.7,0.353,0,0,NA,2,5.7,0.353,0.353,0.2,0.3,0.667,1.3,2,3.3,0.9,0.4,0.4,1.1,4,4.2
Career,NA,,NBA,,87,74,22,2.8,5.9,0.466,0,0,NA,2.8,5.9,0.466,0.466,1.1,1.5,0.714,1.6,2.7,4.3,1.6,0.5,0.8,1.7,3.9,6.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHI,NBA,,75,63,22.7,2.9,6.1,0.487,0,0,NA,2.9,6.1,0.487,0.487,1.2,1.7,0.715,1.7,2.8,4.4,1.7,0.5,0.9,1.8,4,7.1
2 seasons,NA,PHO,NBA,,12,11,17.8,1.7,5.3,0.317,0,0,NA,1.7,5.3,0.317,0.317,0.2,0.3,0.667,1.2,2.1,3.3,0.8,0.6,0.3,1,3.2,3.5
