Season,Team,Lg,Salary
2002-03,Denver Nuggets,NBA,"$349,458"
2004-05,New Orleans Hornets,NBA,"$695,046"
2006-07,Memphis Grizzlies,NBA,"$390,556"
Career,(may be incomplete),,"$1,435,060"
