,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,22,DEN,NBA,PG,82,2003,87%,13%,,,,-7.9,+3.1,87,27,99,27,35,0,577,8,42
2004-05,24,NOH,NBA,SG,29,550,22%,73%,4%,,,-12.0,-4.2,10,18,27,7,13,0,136,3,14
2006-07,26,MEM,NBA,PG,29,543,79%,21%,,,,-2.6,+3.4,19,15,33,12,18,4,193,0,10
Career,,,NBA,,140,3096,74%,25%,1%,,,-7.7,+1.9,116,60,159,46,66,4,906,11,66
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DEN,NBA,,82,2003,87%,13%,,,,-7.9,+3.1,87,27,99,27,35,0,577,8,42
1 season,,MEM,NBA,,29,543,79%,21%,,,,-2.6,+3.4,19,15,33,12,18,4,193,0,10
1 season,,NOH,NBA,,29,550,22%,73%,4%,,,-12.0,-4.2,10,18,27,7,13,0,136,3,14
