,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,LAL,NBA,PF,17,134,.345,12.8,.552,.414,.034,.069,.034,.448,.313,.417,.000,.000,.000,.385,.400,.000,0,1.000,.308,.000,0,0
2005-06,25,LAL,NBA,SF,7,235,.458,9.7,.867,.325,.205,.241,.096,.133,.472,.667,.176,.450,.500,.364,.529,.012,1,.750,.545,.333,0,0
2006-07,26,LAL,NBA,SF,5,128,.389,12.4,.667,.333,.167,.111,.056,.333,.375,.500,.333,.000,.500,.417,.333,.000,0,1.000,.250,.667,0,0
2007-08,27,LAL,NBA,SF,21,353,.454,11.5,.732,.371,.144,.113,.103,.268,.465,.667,.357,.364,.000,.423,.606,.021,2,.909,.538,.500,1,0
2008-09,28,LAL,NBA,SF,21,332,.427,12.4,.787,.253,.213,.147,.173,.213,.458,.579,.500,.364,.308,.313,.556,.013,1,1.000,.438,.429,1,0
2009-10,29,LAL,NBA,SF,16,96,.304,18.3,.609,.087,.043,.261,.217,.391,.357,.000,.000,.500,.400,.222,.400,.000,0,1.000,.778,.286,1,0
2010-11,30,LAL,NBA,SF,1,4,.000,23.5,.000,.000,.000,.000,.000,1.000,,,,,,.000,,.000,0,,.500,.000,0,0
Career,,,NBA,,88,1282,.420,12.0,.742,.313,.159,.157,.113,.258,.441,.593,.327,.370,.282,.360,.531,.012,4,.938,.472,.381,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,LAL,NBA,,88,1282,.420,12.0,.742,.313,.159,.157,.113,.258,.441,.593,.327,.370,.282,.360,.531,.012,4,.938,.472,.381,3,0
