,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,21,MNL,NBA,,11,,6,11,,,6,27
1950-51,22,MNL,NBA,,11,23,8,15,,,6,30
1951-52,23,MNL,NBA,,14,,10,13,,,6,32
1952-53,24,MNL,NBA,,8,,10,10,,,6,18
1953-54,25,MNL,NBA,,8,,6,6,,,6,21
1954-55,26,MNL,NBA,,7,,10,10,,,6,22
1955-56,27,MNL,NBA,,6,12,7,8,,,6,19
1956-57,28,MNL,NBA,,9,,8,9,,,6,24
1958-59,30,MNL,NBA,,9,21,10,11,,,6,24
Career,,,,,14,,10,15,,,6,32
