Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,21,MNL,NBA,PF,68,NA,NA,4.2,10.6,0.399,3.2,4.2,0.752,NA,1.8,3.3,11.6
1950-51,22,MNL,NBA,PF,64,NA,NA,5.6,14,0.402,2.9,4.3,0.676,10.2,2.8,4.1,14.1
1951-52,23,MNL,NBA,PF,66,NA,35.5,5.5,13.1,0.419,4.3,5.6,0.761,10.3,2.7,4.3,15.3
1952-53,24,MNL,NBA,PF,70,NA,35.2,5.4,12.4,0.435,4.2,5.5,0.752,9.3,2.1,4.1,15
1953-54,25,MNL,NBA,PF,72,NA,31.2,4,10.7,0.374,3.1,4.1,0.742,8.5,1.7,3.7,11.1
1954-55,26,MNL,NBA,PF,71,NA,36,6.2,14.7,0.422,6.3,8.4,0.747,10.2,2,4.5,18.7
1955-56,27,MNL,NBA,PF,72,NA,29.2,4.4,11.4,0.386,4.6,5.7,0.804,8.4,2.4,4.4,13.4
1956-57,28,MNL,NBA,PF,72,NA,30.5,4.5,11.9,0.377,4.8,5.9,0.807,8.8,1.7,4.3,13.7
1957-58,29,MNL,NBA,PF,72,NA,33.2,6.1,14.9,0.41,5.1,6.5,0.786,11.2,2.3,4.2,17.3
1958-59,30,MNL,NBA,PF,72,NA,29.7,4.9,12.6,0.39,4,4.9,0.806,7.9,2.2,3.4,13.8
Career,NA,,NBA,,699,NA,32.5,5.1,12.6,0.403,4.2,5.5,0.766,9.4,2.2,4,14.4
