Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,NYK,NBA,SG,79,NA,2289,5.6,13.2,0.428,3.9,5.5,0.715,NA,NA,5.9,2.9,NA,NA,3.7,15.2
1966-67,23,NYK,NBA,SG,79,NA,2892,5.1,11.4,0.449,4.6,6.3,0.729,NA,NA,6.9,3.1,NA,NA,3.3,14.8
1967-68,24,NYK,NBA,SG,78,NA,2348,4.8,11.1,0.436,3.5,5.2,0.67,NA,NA,6.5,3.5,NA,NA,3.4,13.2
1968-69,25,PHO,NBA,SG,80,NA,3388,6.5,14.7,0.442,4.8,6.8,0.705,NA,NA,5.8,4.1,NA,NA,2.6,17.8
1969-70,26,PHO,NBA,SG,77,NA,2966,7.2,14.2,0.508,5.6,7,0.798,NA,NA,3.2,4.1,NA,NA,3.4,19.9
1970-71,27,PHO,NBA,SG,81,NA,3157,6.9,15.3,0.452,6.3,7.8,0.811,NA,NA,3.6,3.8,NA,NA,2.8,20.2
1971-72,28,PHO,NBA,SG,82,NA,3096,6.3,13.7,0.463,6.2,7.3,0.845,NA,NA,3.9,3.5,NA,NA,2.7,18.8
1972-73,29,PHO,NBA,SG,81,NA,2979,6.4,13.5,0.476,5.1,6,0.859,NA,NA,3.9,3.2,NA,NA,2.7,18
1973-74,30,PHO,NBA,SG,78,NA,2832,6.5,13.1,0.5,4.6,5.4,0.853,0.8,2,2.8,4.1,1.2,0.2,3.1,17.7
1974-75,31,PHO,NBA,SG,70,NA,2419,6.3,13.3,0.47,4.2,5,0.832,0.8,2,2.8,2.9,1.2,0.2,2.6,16.7
1975-76,32,PHO,NBA,SG,58,NA,1870,5.3,11,0.484,3.8,4.5,0.83,0.8,1.9,2.6,2.7,1,0.2,2.2,14.4
1976-77,33,PHO,NBA,SG,78,NA,1535,5.3,11.7,0.456,3.4,3.9,0.873,0.7,2,2.7,2.8,0.8,0.1,2.2,14
Career,NA,,NBA,,921,NA,31771,6.1,13.2,0.464,4.8,6.1,0.79,0.8,2,4.3,3.5,1.1,0.2,2.9,17.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,PHO,NBA,,685,NA,24242,6.4,13.6,0.471,5.1,6.2,0.813,0.8,2,3.6,3.6,1.1,0.2,2.7,17.9
3 seasons,NA,NYK,NBA,,236,NA,7529,5.2,11.8,0.438,4.1,5.7,0.708,NA,NA,6.5,3.2,NA,NA,3.5,14.4
