Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,NYK,NBA,SG,79,2289,11.7,0.488,0.419,NA,NA,NA,10.5,NA,NA,NA,2.1,0.5,2.6,0.055,NA,NA,NA,NA,NA
1966-67,23,NYK,NBA,SG,79,2892,13.3,0.524,0.558,NA,NA,NA,10.8,NA,NA,NA,4.3,1,5.2,0.087,NA,NA,NA,NA,NA
1967-68,24,NYK,NBA,SG,78,2348,11.7,0.491,0.468,NA,NA,NA,12.4,NA,NA,NA,1.7,2.1,3.8,0.077,NA,NA,NA,NA,NA
1968-69,25,PHO,NBA,SG,80,3388,15.1,0.503,0.465,NA,NA,NA,15.9,NA,NA,NA,4.7,1,5.6,0.08,NA,NA,NA,NA,NA
1969-70,26,PHO,NBA,SG,77,2966,16,0.579,0.493,NA,NA,NA,15.6,NA,NA,NA,8,0.9,9,0.145,NA,NA,NA,NA,NA
1970-71,27,PHO,NBA,SG,81,3157,16.5,0.538,0.507,NA,NA,4.6,15,NA,NA,NA,7.1,3.1,10.2,0.155,NA,NA,NA,NA,NA
1971-72,28,PHO,NBA,SG,82,3096,16,0.557,0.531,NA,NA,5.2,13.2,NA,NA,NA,7.4,3,10.4,0.161,NA,NA,NA,NA,NA
1972-73,29,PHO,NBA,SG,81,2979,15.4,0.558,0.444,NA,NA,5.3,12.2,NA,NA,NA,7.4,1.4,8.7,0.141,NA,NA,NA,NA,NA
1973-74,30,PHO,NBA,SG,78,2832,15.5,0.572,0.411,2.4,5.5,3.9,15.9,1.5,0.3,NA,6.6,0.5,7,0.119,NA,0.9,-1.1,-0.2,1.3
1974-75,31,PHO,NBA,SG,70,2419,14.3,0.538,0.379,2.2,5.9,4,11.9,1.5,0.2,NA,4.6,1.2,5.9,0.116,NA,0,-0.5,-0.5,0.9
1975-76,32,PHO,NBA,SG,58,1870,12.4,0.555,0.412,2.3,5.6,4,10.5,1.3,0.3,NA,3.1,0.9,4,0.102,NA,-0.4,-1,-1.3,0.3
1976-77,33,PHO,NBA,SG,78,1535,11.1,0.524,0.333,2.2,6,4.1,10.9,1,0.2,NA,1.7,1.1,2.7,0.086,NA,-1.2,-0.8,-1.9,0
Career,NA,,NBA,,921,31771,14.4,0.537,0.462,2.3,5.7,4.5,13.2,1.4,0.3,NA,58.6,16.7,75.2,0.114,NA,0,-0.8,-0.8,2.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,PHO,NBA,,685,24242,15,0.547,0.456,2.3,5.7,4.5,13.8,1.4,0.3,NA,50.5,13.1,63.6,0.126,NA,0,-0.8,-0.8,2.6
3 seasons,NA,NYK,NBA,,236,7529,12.3,0.503,0.484,NA,NA,NA,11.2,NA,NA,NA,8,3.6,11.6,0.074,NA,NA,NA,NA,NA
