Season,Team,Lg,Salary
1987-88,San Antonio Spurs,NBA,"$75,000"
1993-94,Chicago Bulls,NBA,"$150,000"
1994-95,Chicago Bulls,NBA,"$545,000"
1995-96,Miami Heat,NBA,"$600,000"
1997-98,New York Knicks,NBA,"$272,250"
Career,(may be incomplete),,"$1,642,250"
