Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,22,SDR,NBA,SG,80,NA,15.8,3.1,8.3,0.379,1.6,2.5,0.634,NA,NA,2.2,1.7,NA,NA,2.6,7.9
1968-69,23,SDR,NBA,SG,56,NA,18.3,3.6,8.9,0.406,1.6,2.4,0.672,NA,NA,2,2.4,NA,NA,2.6,8.8
1969-70,24,SDR,NBA,SF,36,NA,13.2,2.1,5,0.417,1.1,1.5,0.727,NA,NA,1.6,2.4,NA,NA,1.9,5.3
1970-71,25,LAL,NBA,SG,54,NA,9.4,1.9,4.7,0.413,1,1.6,0.644,NA,NA,1,1.3,NA,NA,1.6,4.9
1971-72,26,LAL,NBA,SG,67,NA,13.8,2.9,6.6,0.447,0.8,1.1,0.743,NA,NA,1.9,1.1,NA,NA,1.6,6.7
1972-73,27,LAL,NBA,SG,55,NA,14.6,3,7.1,0.428,1.2,1.5,0.793,NA,NA,1.2,1.5,NA,NA,2.3,7.3
1973-74,28,LAL,NBA,SG,72,NA,18.9,4,9.3,0.43,1.5,2,0.764,0.5,1.3,1.8,2.1,0.8,0,2.4,9.5
1974-75,29,LAL,NBA,SF,46,NA,22.1,4.8,11.4,0.419,1.5,2,0.742,0.5,1.3,1.8,2.6,0.8,0.1,2.8,11
1975-76,30,TOT,NBA,SG,62,NA,13.1,1.9,4.9,0.389,0.9,1.2,0.714,0.3,0.5,0.8,0.9,0.4,0.1,1.8,4.7
1975-76,30,LAL,NBA,SG,2,NA,11.5,2.5,6.5,0.385,0.5,1.5,0.333,0.5,1,1.5,0,0.5,0.5,2.5,5.5
1975-76,30,PHO,NBA,SG,60,NA,13.2,1.9,4.8,0.389,0.9,1.2,0.73,0.3,0.5,0.8,1,0.4,0.1,1.8,4.6
Career,NA,,NBA,,528,NA,15.5,3.1,7.4,0.414,1.3,1.8,0.705,0.4,1,1.6,1.7,0.6,0.1,2.2,7.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,296,NA,15.7,3.3,7.7,0.428,1.2,1.6,0.737,0.5,1.3,1.6,1.7,0.8,0.1,2.1,7.8
3 seasons,NA,SDR,NBA,,172,NA,16.1,3.1,7.8,0.394,1.5,2.3,0.66,NA,NA,2,2.1,NA,NA,2.4,7.6
1 season,NA,PHO,NBA,,60,NA,13.2,1.9,4.8,0.389,0.9,1.2,0.73,0.3,0.5,0.8,1,0.4,0.1,1.8,4.6
