Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,SDR,NBA,SG,5,NA,76,7.6,17.5,0.432,2.4,2.8,0.833,NA,NA,5.2,0.9,NA,NA,6.2,17.5
1970-71,25,LAL,NBA,SG,7,NA,135,7.7,18.4,0.42,2.1,2.9,0.727,NA,NA,4,3.7,NA,NA,3.2,17.6
1971-72,26,LAL,NBA,SG,15,NA,244,4.9,14.6,0.333,1.8,2.4,0.75,NA,NA,4.3,2.1,NA,NA,5.5,11.5
1972-73,27,LAL,NBA,SG,7,NA,53,6.1,18.3,0.333,0,0,NA,NA,NA,3.4,4.8,NA,NA,6.8,12.2
1973-74,28,LAL,NBA,SG,5,NA,106,6.1,17,0.36,1,1.4,0.75,1,1,2,3.4,1.4,0,3.7,13.2
1975-76,30,PHO,NBA,SG,5,NA,27,8,20,0.4,1.3,1.3,1,0,0,0,6.7,0,0,4,17.3
Career,NA,,NBA,,44,NA,641,6.2,16.7,0.374,1.6,2.1,0.763,0.8,0.8,3.7,2.9,1.1,0,4.8,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,34,NA,538,6,16.4,0.363,1.5,2.1,0.742,1,1,3.7,3,1.4,0,4.7,13.4
1 season,NA,SDR,NBA,,5,NA,76,7.6,17.5,0.432,2.4,2.8,0.833,NA,NA,5.2,0.9,NA,NA,6.2,17.5
1 season,NA,PHO,NBA,,5,NA,27,8,20,0.4,1.3,1.3,1,0,0,0,6.7,0,0,4,17.3
