Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,22,SDR,NBA,SG,80,NA,1263,250,660,0.379,128,202,0.634,NA,NA,177,138,NA,NA,205,628
1968-69,23,SDR,NBA,SG,56,NA,1027,202,498,0.406,90,134,0.672,NA,NA,112,136,NA,NA,146,494
1969-70,24,SDR,NBA,SF,36,NA,474,75,180,0.417,40,55,0.727,NA,NA,57,85,NA,NA,68,190
1970-71,25,LAL,NBA,SG,54,NA,506,105,254,0.413,56,87,0.644,NA,NA,54,72,NA,NA,84,266
1971-72,26,LAL,NBA,SG,67,NA,926,197,441,0.447,55,74,0.743,NA,NA,127,75,NA,NA,110,449
1972-73,27,LAL,NBA,SG,55,NA,801,167,390,0.428,65,82,0.793,NA,NA,65,81,NA,NA,126,399
1973-74,28,LAL,NBA,SG,72,NA,1361,287,667,0.43,110,144,0.764,38,90,128,148,54,3,173,684
1974-75,29,LAL,NBA,SF,46,NA,1016,219,523,0.419,69,93,0.742,25,60,85,121,36,4,128,507
1975-76,30,TOT,NBA,SG,62,NA,813,117,301,0.389,55,77,0.714,16,34,50,57,22,6,112,289
1975-76,30,LAL,NBA,SG,2,NA,23,5,13,0.385,1,3,0.333,1,2,3,0,1,1,5,11
1975-76,30,PHO,NBA,SG,60,NA,790,112,288,0.389,54,74,0.73,15,32,47,57,21,5,107,278
Career,NA,,NBA,,528,NA,8187,1619,3914,0.414,668,948,0.705,79,184,855,913,112,13,1152,3906
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,296,NA,4633,980,2288,0.428,356,483,0.737,64,152,462,497,91,8,626,2316
3 seasons,NA,SDR,NBA,,172,NA,2764,527,1338,0.394,258,391,0.66,NA,NA,346,359,NA,NA,419,1312
1 season,NA,PHO,NBA,,60,NA,790,112,288,0.389,54,74,0.73,15,32,47,57,21,5,107,278
