Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,23,SDR,NBA,SG,5,76,11.1,0.467,0.162,NA,NA,NA,4.1,NA,NA,NA,0,0,0,0.028,NA,NA,NA,NA,NA
1970-71,25,LAL,NBA,SG,7,135,13.3,0.447,0.159,NA,NA,5.4,16.9,NA,NA,NA,0,0,0,0.01,NA,NA,NA,NA,NA
1971-72,26,LAL,NBA,SG,15,244,4.7,0.368,0.162,NA,NA,5.4,8.2,NA,NA,NA,-0.6,0.3,-0.3,-0.056,NA,NA,NA,NA,NA
1972-73,27,LAL,NBA,SG,7,53,5.4,0.333,0,NA,NA,4.3,19.3,NA,NA,NA,-0.2,0.1,-0.1,-0.123,NA,NA,NA,NA,NA
1973-74,28,LAL,NBA,SG,5,106,8.1,0.377,0.08,2.4,3,2.7,15.8,1.7,0,NA,-0.2,0,-0.2,-0.079,NA,-4.4,-1.1,-5.5,-0.1
1975-76,30,PHO,NBA,SG,5,27,10.5,0.421,0.067,0,0,0,29.9,0,0,NA,0,0,0,-0.069,NA,-1.9,-3.3,-5.2,0
Career,NA,,NBA,,44,641,8.2,0.4,0.128,1.9,2.4,4.5,12.6,1.4,0,NA,-0.9,0.4,-0.6,-0.042,NA,-3.9,-1.5,-5.4,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,34,538,7.6,0.389,0.127,2.4,3,4.7,13,1.7,0,NA,-0.9,0.4,-0.6,-0.05,NA,-4.4,-1.1,-5.5,-0.1
1 season,NA,SDR,NBA,,5,76,11.1,0.467,0.162,NA,NA,NA,4.1,NA,NA,NA,0,0,0,0.028,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,5,27,10.5,0.421,0.067,0,0,0,29.9,0,0,NA,0,0,0,-0.069,NA,-1.9,-3.3,-5.2,0
