Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,22,SDR,NBA,SG,80,1263,10.3,0.419,0.306,NA,NA,NA,15.5,NA,NA,NA,-1.5,0.9,-0.6,-0.023,NA,NA,NA,NA,NA
1968-69,23,SDR,NBA,SG,56,1027,11.6,0.443,0.269,NA,NA,NA,18,NA,NA,NA,-0.2,1.2,1,0.048,NA,NA,NA,NA,NA
1969-70,24,SDR,NBA,SF,36,474,11.6,0.465,0.306,NA,NA,NA,21.9,NA,NA,NA,0,0.7,0.6,0.065,NA,NA,NA,NA,NA
1970-71,25,LAL,NBA,SG,54,506,12.3,0.455,0.343,NA,NA,4.8,19.3,NA,NA,NA,-0.1,0.4,0.3,0.027,NA,NA,NA,NA,NA
1971-72,26,LAL,NBA,SG,67,926,11.8,0.474,0.168,NA,NA,6.1,10.4,NA,NA,NA,0.2,1.1,1.3,0.067,NA,NA,NA,NA,NA
1972-73,27,LAL,NBA,SG,55,801,11.3,0.468,0.21,NA,NA,3.7,13.7,NA,NA,NA,0.2,0.8,1,0.06,NA,NA,NA,NA,NA
1973-74,28,LAL,NBA,SG,72,1361,12.3,0.468,0.216,2.7,5.8,4.3,15.9,1.7,0.1,NA,0.2,0.9,1.1,0.04,NA,-2.7,-1.2,-3.9,-0.6
1974-75,29,LAL,NBA,SF,46,1016,12.4,0.45,0.178,2.4,5.6,4,18.5,1.6,0.2,NA,-0.2,0.3,0,0.002,NA,-2.7,-1.8,-4.5,-0.6
1975-76,30,TOT,NBA,SG,62,813,7.6,0.431,0.256,2.1,4.5,3.3,9.8,1.2,0.4,NA,-0.7,0.4,-0.3,-0.019,NA,-4.8,-1.6,-6.5,-0.9
1975-76,30,LAL,NBA,SG,2,23,7.4,0.384,0.231,4.3,8.1,6.3,0,1.9,2.1,NA,-0.1,0,0,-0.093,NA,-4.6,-0.2,-4.8,0
1975-76,30,PHO,NBA,SG,60,790,7.6,0.434,0.257,2.1,4.4,3.2,10,1.2,0.3,NA,-0.6,0.4,-0.3,-0.017,NA,-4.8,-1.7,-6.5,-0.9
Career,NA,,NBA,,528,8187,11.3,0.451,0.242,2.4,5.4,4.4,15.5,1.5,0.2,NA,-2.1,6.6,4.5,0.026,NA,-3.2,-1.5,-4.7,-2.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,296,4633,12,0.463,0.211,2.6,5.7,4.5,15.3,1.7,0.2,NA,0.3,3.4,3.7,0.038,NA,-2.7,-1.4,-4.1,-1.3
3 seasons,NA,SDR,NBA,,172,2764,11,0.434,0.292,NA,NA,NA,17.5,NA,NA,NA,-1.8,2.8,1.1,0.019,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,60,790,7.6,0.434,0.257,2.1,4.4,3.2,10,1.2,0.3,NA,-0.6,0.4,-0.3,-0.017,NA,-4.8,-1.7,-6.5,-0.9
