Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,SDR,NBA,SG,5,NA,15.2,3.2,7.4,0.432,1,1.2,0.833,NA,NA,2.2,0.4,NA,NA,2.6,7.4
1970-71,25,LAL,NBA,SG,7,NA,19.3,4.1,9.9,0.42,1.1,1.6,0.727,NA,NA,2.1,2,NA,NA,1.7,9.4
1971-72,26,LAL,NBA,SG,15,NA,16.3,2.2,6.6,0.333,0.8,1.1,0.75,NA,NA,1.9,0.9,NA,NA,2.5,5.2
1972-73,27,LAL,NBA,SG,7,NA,7.6,1.3,3.9,0.333,0,0,NA,NA,NA,0.7,1,NA,NA,1.4,2.6
1973-74,28,LAL,NBA,SG,5,NA,21.2,3.6,10,0.36,0.6,0.8,0.75,0.6,0.6,1.2,2,0.8,0,2.2,7.8
1975-76,30,PHO,NBA,SG,5,NA,5.4,1.2,3,0.4,0.2,0.2,1,0,0,0,1,0,0,0.6,2.6
Career,NA,,NBA,,44,NA,14.6,2.5,6.8,0.374,0.7,0.9,0.763,0.3,0.3,1.5,1.2,0.4,0,2,5.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,34,NA,15.8,2.6,7.2,0.363,0.7,0.9,0.742,0.6,0.6,1.6,1.3,0.8,0,2.1,5.9
1 season,NA,SDR,NBA,,5,NA,15.2,3.2,7.4,0.432,1,1.2,0.833,NA,NA,2.2,0.4,NA,NA,2.6,7.4
1 season,NA,PHO,NBA,,5,NA,5.4,1.2,3,0.4,0.2,0.2,1,0,0,0,1,0,0,0.6,2.6
