,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,20,OKC,NBA,SF,23,147,,32%,60%,8%,,-15.2,-25.8,2,3,6,1,4,1,11,0,6
2013-14,21,OKC,NBA,SG,78,1538,4%,67%,29%,,,+7.9,+1.8,26,25,81,2,31,10,265,8,19
2014-15,22,OKC,NBA,SG,47,633,1%,85%,14%,,,-6.4,-10.0,16,5,29,2,27,2,100,8,7
2015-16,23,CHO,NBA,SG,66,1227,,76%,25%,,,+5.6,+3.9,19,17,50,8,43,5,184,14,20
2016-17,24,CHO,NBA,SG,62,1143,,97%,3%,,,-1.1,-2.0,26,7,50,3,66,7,173,21,17
2017-18,25,CHO,NBA,SG,80,1967,,87%,12%,,,+1.2,+1.9,45,28,64,7,99,5,444,32,33
2018-19,26,CHO,NBA,SG,79,2250,,77%,23%,,,+0.6,+4.6,41,17,72,9,126,22,414,31,45
2019-20,27,IND,NBA,SG,46,1291,,95%,5%,,,-0.3,-4.3,27,11,44,8,51,20,223,9,16
Career,,,NBA,,481,10196,1%,82%,17%,,,+1.5,+0.3,202,113,396,40,447,72,1814,123,163
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHO,NBA,,287,6587,,83%,17%,,,+1.4,+2.5,131,69,236,27,334,39,1215,98,115
3 seasons,,OKC,NBA,,148,2318,3%,70%,27%,1%,,+2.5,-3.2,44,33,116,5,62,13,376,16,32
1 season,,IND,NBA,,46,1291,,95%,5%,,,-0.3,-4.3,27,11,44,8,51,20,223,9,16
