Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21,ATL,NBA,PG,1,1,15:45,4,10,0.4,2,6,0.333,0,0,NA,0,3,10,0,0,4,1,10
Career,NA,,NBA,,1,1,16,4,10,0.4,2,6,0.333,0,0,NA,0,3,10,0,0,4,1,10
