Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Arnie Ferrin,,2.6,2.6,2.4
Trevor Booker,93.3,3,2.6,2.3
Bo Outlaw,92.2,2.5,2.3,2.3
Pat Cummings,89.0,2.7,2.5,1.8
E.C. Coleman,88.7,2.6,2.5,1.7
Metta World Peace,88.5,2.7,2.3,1.9
Lew Hitch,87.8,3.3,2.7,2.2
Aaron James,86.5,2.9,2.2,2.1
Al Tucker,86.0,2.3,2.3,2.1
George Adams,85.8,2.3,2.2,2.2
Edgar Jones,85.5,3.4,2.4,2.3
