,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2014-15,20,LAL,NBA,13:34,1,3,0,0,1,3,0,2,0,0,0,0,0,0,1,1,2,-1.9
2015-16,21,LAL,NBA,38:56,10,19,1,3,10,18,7,11,7,18,20,10,4,3,6,6,23,21.3
2016-17,22,LAL,NBA,37:56,13,19,2,4,13,18,9,11,9,15,20,11,3,5,6,6,32,31.3
2017-18,23,LAL,NBA,40:15,14,19,2,3,14,19,10,14,7,12,15,10,2,3,7,6,36,36.9
2018-19,24,NOP,NBA,42:06,20,34,4,7,18,27,11,13,7,16,18,10,3,3,7,6,45,31.4
2019-20,25,NYK,NBA,46:12,14,26,5,9,13,23,10,13,7,16,18,7,3,3,8,6,35,27.9
Career,,,,46:12,20,34,5,9,18,27,11,14,9,18,20,11,4,5,8,6,45,36.9
4 Seasons,,LAL,NBA,40:15,14,19,2,4,14,19,10,14,9,18,20,11,4,5,7,6,36,36.9
1 Season,,NOP,NBA,42:06,20,34,4,7,18,27,11,13,7,16,18,10,3,3,7,6,45,31.4
1 Season,,NYK,NBA,46:12,14,26,5,9,13,23,10,13,7,16,18,7,3,3,8,6,35,27.9
