,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1983-84,24,KCK,NBA,,11,19,1,3,10,18,4,4,2,3,4,6,1,1,2,4,25,20.1
1985-86,26,SAC,NBA,,13,25,0,2,13,25,7,8,4,5,8,2,3,1,3,3,33,24.0
1988-89,29,PHO,NBA,,13,25,6,8,12,20,9,10,4,8,11,5,3,1,4,6,35,27.0
1989-90,30,PHO,NBA,,11,17,6,7,7,12,6,7,5,6,9,3,2,2,2,5,33,24.2
1990-91,31,TOT,NBA,,13,27,2,5,12,25,10,10,5,3,7,2,2,1,4,5,34,26.0
1990-91,31,SEA,NBA,,13,27,2,5,12,25,10,10,5,3,7,2,2,1,4,5,34,26.0
1991-92,32,SEA,NBA,,12,22,2,7,12,20,6,7,3,4,5,3,1,3,4,3,26,16.9
1992-93,33,SEA,NBA,,12,20,3,5,11,16,9,9,2,4,6,5,1,1,4,6,34,23.5
1995-96,36,IND,NBA,,0,5,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,-2.8
1996-97,37,TOT,NBA,27:34,12,17,5,8,7,10,9,9,3,4,5,3,1,0,2,3,31,24.3
1996-97,37,HOU,NBA,27:34,12,17,5,8,7,10,9,9,3,4,5,3,1,0,2,3,31,24.3
1997-98,38,HOU,NBA,31:46,4,10,1,4,4,6,5,6,2,2,4,1,0,0,2,5,10,5.4
Career,,,,31:46,13,27,6,8,13,25,10,10,5,8,11,6,3,3,4,6,35,27.0
3 Seasons,,SEA,NBA,,13,27,3,7,12,25,10,10,5,4,7,5,2,3,4,6,34,26.0
2 Seasons,,PHO,NBA,,13,25,6,8,12,20,9,10,5,8,11,5,3,2,4,6,35,27.0
2 Seasons,,HOU,NBA,31:46,12,17,5,8,7,10,9,9,3,4,5,3,1,0,2,5,31,24.3
2 Seasons,,"KCK,SAC",NBA,,13,25,1,3,13,25,7,8,4,5,8,6,3,1,3,4,33,24.0
1 Season,,IND,NBA,,0,5,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,-2.8
