Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,28,SAC,NBA,PF,3,0,31,5.8,13.9,0.417,0,0,NA,5.8,13.9,0.417,0,0,NA,2.3,2.3,4.6,1.2,3.5,0,3.5,3.5,11.6
1999-00,29,SAC,NBA,PF,4,0,34,4.2,9.5,0.444,0,0,NA,4.2,9.5,0.444,2.1,4.2,0.5,4.2,7.4,11.6,0,1.1,0,0,0,10.6
2000-01,30,SAC,NBA,PF,3,0,17,6.4,16.9,0.375,0,0,NA,6.4,16.9,0.375,2.1,2.1,1,8.5,4.2,12.7,0,4.2,4.2,2.1,8.5,14.8
2001-02,31,SAC,NBA,PF,5,0,20,3.6,5.4,0.667,0,0,NA,3.6,5.4,0.667,3.6,3.6,1,1.8,1.8,3.6,0,0,0,0,9,10.8
2002-03,32,SAC,NBA,PF,6,0,15,7.2,19.2,0.375,0,0,NA,7.2,19.2,0.375,7.2,9.6,0.75,7.2,12,19.2,0,0,0,2.4,4.8,21.6
2004-05,34,CHI,NBA,PF,5,0,28,1.3,2.6,0.5,0,0,NA,1.3,2.6,0.5,1.3,2.6,0.5,0,3.9,3.9,1.3,0,0,0,10.3,3.9
Career,NA,,NBA,,26,0,145,4.5,10.4,0.429,0,0,NA,4.5,10.4,0.429,2.2,3.2,0.692,3.5,5,8.4,0.5,1.5,0.5,1.2,5.5,11.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SAC,NBA,,21,0,117,5.2,12.3,0.425,0,0,NA,5.2,12.3,0.425,2.5,3.4,0.727,4.3,5.2,9.5,0.3,1.8,0.6,1.5,4.3,12.9
1 season,NA,CHI,NBA,,5,0,28,1.3,2.6,0.5,0,0,NA,1.3,2.6,0.5,1.3,2.6,0.5,0,3.9,3.9,1.3,0,0,0,10.3,3.9
