Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Chris McNealy,,1.6,0.8,0.2
Darvin Ham,90.9,1.7,0.9,0.1
Charles Pittman,90.4,1.7,0.9,0.1
Ron Bonham,89.8,1.8,0.7,0.2
Chris Johnson,88.4,1.4,0.8,0.2
Chris Singleton,87.7,1.5,0.5,0.2
Kevin Loder,87.6,1.5,0.9,0.1
Rafael Addison,86.5,1.5,0.9,0.4
Charles Davis,86.3,1.5,0.9,0.3
Andrew Nicholson,86.3,1.7,0.6,0.1
Boštjan Nachbar,85.2,1.7,0.8,-0.1
