,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1961-62,23,TOT,NBA,,13,,11,,,,,35
1961-62,23,BOS,NBA,,3,10,3,3,,2,5,9
1961-62,23,NYK,NBA,,13,,11,,,,,35
1962-63,24,NYK,NBA,,12,,7,,,,,27
1963-64,25,NYK,NBA,,11,,9,10,,,,25
1964-65,26,BAL,NBA,,5,,3,3,,,,13
Career,,,,,13,,11,,,,,35
3 Seasons,,NYK,NBA,,13,,11,,,,,35
1 Season,,BAL,NBA,,5,,3,3,,,,13
1 Season,,BOS,NBA,,3,10,3,3,,2,5,9
