,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,34,PHI,NBA,C,23,981,,,,,100%,+1.5,+11.6,3,14,25,6,61,0,42,12,14
2001-02,35,PHI,NBA,C,5,173,,,,,100%,-8.8,+3.6,0,3,7,5,10,0,6,0,3
2002-03,36,NJN,NBA,C,10,115,,,,,100%,-22.4,-29.5,0,0,13,5,1,0,13,0,3
2003-04,37,NYK,NBA,C,3,38,,,,,100%,-7.5,+6.3,0,2,3,0,2,0,0,1,1
2004-05,38,HOU,NBA,C,7,101,,,,,100%,+11.3,+19.8,1,4,11,1,7,0,6,1,1
2006-07,40,HOU,NBA,C,7,40,,,,,100%,-8.4,-5.2,0,0,1,0,1,0,2,0,0
2007-08,41,HOU,NBA,C,6,123,,,,,100%,+2.9,+10.9,0,0,6,0,4,1,6,0,2
2008-09,42,HOU,NBA,C,2,20,,,,,100%,+29.4,+32.2,0,0,4,0,1,0,0,0,0
Career,,,NBA,,63,1591,,,,,100%,-0.7,+7.9,4,23,70,17,87,1,75,14,24
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,28,1154,,,,,100%,0.0,+10.4,3,17,32,11,71,0,48,12,17
4 seasons,,HOU,NBA,,22,284,,,,,100%,+6.2,+13.3,1,4,22,1,13,1,14,1,3
1 season,,NJN,NBA,,10,115,,,,,100%,-22.4,-29.5,0,0,13,5,1,0,13,0,3
1 season,,NYK,NBA,,3,38,,,,,100%,-7.5,+6.3,0,2,3,0,2,0,0,1,1
