Season,Team,Lg,Salary
2016-17,Miami Heat,NBA,"$374,933"
2017-18,Atlanta Hawks,NBA,"$1,312,611"
2017-18,Cleveland Cavaliers,NBA,"$111,238"
2018-19,Washington Wizards,NBA,"$264,919"
Career,(may be incomplete),,"$2,063,701"
