Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,ROC,NBA,C,70,NA,16.1,2.3,5.7,0.398,1.5,2.2,0.692,4.1,0.8,2.4,6.1
1955-56,23,ROC,NBA,C,72,NA,22.8,3.1,8,0.392,2.3,3.3,0.685,6.1,1.3,3.4,8.5
1956-57,24,ROC,NBA,C,69,NA,17,3.1,8.1,0.388,1.3,1.7,0.733,3.2,0.8,2.4,7.6
1957-58,25,TOT,NBA,C,67,NA,19.5,2.4,6.3,0.384,1.9,2.8,0.679,5,0.9,3.4,6.7
1957-58,25,MNL,NBA,,50,NA,22,2.8,7.1,0.399,2,3,0.667,5.6,1,3.7,7.6
1957-58,25,NYK,NBA,C,17,NA,12.2,1.2,3.9,0.303,1.6,2.2,0.73,3,0.4,2.5,3.9
Career,NA,,NBA,,278,NA,18.9,2.7,7,0.391,1.7,2.5,0.693,4.6,1,2.9,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,211,NA,18.7,2.9,7.3,0.392,1.7,2.4,0.698,4.5,1,2.8,7.4
1 season,NA,MNL,NBA,,50,NA,22,2.8,7.1,0.399,2,3,0.667,5.6,1,3.7,7.6
1 season,NA,NYK,NBA,,17,NA,12.2,1.2,3.9,0.303,1.6,2.2,0.73,3,0.4,2.5,3.9
