Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,ROC,NBA,C,70,NA,1127,159,399,0.398,108,156,0.692,285,58,170,426
1955-56,23,ROC,NBA,C,72,NA,1640,226,576,0.392,163,238,0.685,436,95,248,615
1956-57,24,ROC,NBA,C,69,NA,1176,217,559,0.388,88,120,0.733,220,56,168,522
1957-58,25,TOT,NBA,C,67,NA,1305,161,419,0.384,127,187,0.679,332,57,225,449
1957-58,25,MNL,NBA,,50,NA,1098,141,353,0.399,100,150,0.667,281,51,183,382
1957-58,25,NYK,NBA,C,17,NA,207,20,66,0.303,27,37,0.73,51,6,42,67
Career,NA,,NBA,,278,NA,5248,763,1953,0.391,486,701,0.693,1273,266,811,2012
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,211,NA,3943,602,1534,0.392,359,514,0.698,941,209,586,1563
1 season,NA,MNL,NBA,,50,NA,1098,141,353,0.399,100,150,0.667,281,51,183,382
1 season,NA,NYK,NBA,,17,NA,207,20,66,0.303,27,37,0.73,51,6,42,67
