Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,22,ROC,NBA,C,70,1127,12.9,0.455,0.391,NA,NA,NA,NA,NA,1,0.7,1.7,0.074
1955-56,23,ROC,NBA,C,72,1640,12.7,0.452,0.413,NA,NA,NA,NA,NA,1.2,2.5,3.7,0.107
1956-57,24,ROC,NBA,C,69,1176,12.2,0.427,0.215,NA,NA,NA,NA,NA,0.4,1.4,1.8,0.073
1957-58,25,TOT,NBA,C,67,1305,9.9,0.448,0.446,NA,NA,NA,NA,NA,0.9,0.5,1.4,0.053
1957-58,25,MNL,NBA,,50,1098,10.4,0.456,0.425,NA,NA,NA,NA,NA,1,0.4,1.4,0.06
1957-58,25,NYK,NBA,C,17,207,6.8,0.407,0.561,NA,NA,NA,NA,NA,0,0.1,0.1,0.017
Career,NA,,NBA,,278,5248,11.9,0.445,0.359,NA,NA,NA,NA,NA,3.5,5.1,8.6,0.079
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,211,3943,12.6,0.444,0.335,NA,NA,NA,NA,NA,2.6,4.6,7.2,0.087
1 season,NA,MNL,NBA,,50,1098,10.4,0.456,0.425,NA,NA,NA,NA,NA,1,0.4,1.4,0.06
1 season,NA,NYK,NBA,,17,207,6.8,0.407,0.561,NA,NA,NA,NA,NA,0,0.1,0.1,0.017
