Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,22,ROC,NBA,C,70,NA,1127,5.1,12.7,0.398,3.4,5,0.692,9.1,1.9,5.4,13.6
1955-56,23,ROC,NBA,C,72,NA,1640,5,12.6,0.392,3.6,5.2,0.685,9.6,2.1,5.4,13.5
1956-57,24,ROC,NBA,C,69,NA,1176,6.6,17.1,0.388,2.7,3.7,0.733,6.7,1.7,5.1,16
1957-58,25,TOT,NBA,C,67,NA,1305,4.4,11.6,0.384,3.5,5.2,0.679,9.2,1.6,6.2,12.4
1957-58,25,MNL,NBA,,50,NA,1098,4.6,11.6,0.399,3.3,4.9,0.667,9.2,1.7,6,12.5
1957-58,25,NYK,NBA,C,17,NA,207,3.5,11.5,0.303,4.7,6.4,0.73,8.9,1,7.3,11.7
Career,NA,,NBA,,278,NA,5248,5.2,13.4,0.391,3.3,4.8,0.693,8.7,1.8,5.6,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,211,NA,3943,5.5,14,0.392,3.3,4.7,0.698,8.6,1.9,5.4,14.3
1 season,NA,MNL,NBA,,50,NA,1098,4.6,11.6,0.399,3.3,4.9,0.667,9.2,1.7,6,12.5
1 season,NA,NYK,NBA,,17,NA,207,3.5,11.5,0.303,4.7,6.4,0.73,8.9,1,7.3,11.7
