,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,23,UTA,NBA,PG,32,217,100%,,,,,+3.5,-2.2,7,4,9,1,19,0,82,5,4
2010-11,24,TOT,NBA,PG,24,301,97%,3%,,,,-4.5,+2.6,13,9,9,2,14,2,99,3,8
2010-11,24,MIN,NBA,PG,8,65,87%,13%,,,,-7.0,0.0,3,2,3,0,3,0,18,0,2
2010-11,24,TOR,NBA,PG,6,90,100%,,,,,-28.2,-21.7,5,1,2,2,4,0,24,2,2
2010-11,24,NJN,NBA,PG,10,146,100%,,,,,+10.3,+18.1,5,6,4,0,7,2,57,1,4
2011-12,25,NJN,NBA,SG,57,793,63%,35%,2%,,,-6.6,+0.2,30,13,21,6,41,4,282,12,19
Career,,,NBA,,113,1311,77%,22%,1%,,,-4.4,+0.4,50,26,39,9,74,6,463,20,31
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,67,939,69%,30%,2%,,,-3.9,+3.0,35,19,25,6,48,6,339,13,23
1 season,,UTA,NBA,,32,217,100%,,,,,+3.5,-2.2,7,4,9,1,19,0,82,5,4
1 season,,MIN,NBA,,8,65,87%,13%,,,,-7.0,0.0,3,2,3,0,3,0,18,0,2
1 season,,TOR,NBA,,6,90,100%,,,,,-28.2,-21.7,5,1,2,2,4,0,24,2,2
