,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,23,UTA,NBA,23:53,6,13,2,3,5,11,4,6,2,3,4,5,3,0,2,4,15,12.3
2010-11,24,TOT,NBA,23:55,6,11,2,5,5,9,5,7,2,4,6,8,4,1,3,3,18,18.8
2010-11,24,MIN,NBA,17:13,4,5,1,2,3,3,2,2,1,3,3,2,1,0,2,1,10,9.0
2010-11,24,TOR,NBA,23:55,4,10,2,5,4,6,2,3,1,2,3,6,2,1,2,3,10,6.3
2010-11,24,NJN,NBA,23:46,6,11,1,3,5,9,5,7,2,4,6,8,4,0,3,3,18,18.8
2011-12,25,NJN,NBA,33:40,7,13,4,5,4,9,5,8,2,7,7,7,3,1,5,4,18,15.5
Career,,,,33:40,7,13,4,5,5,11,5,8,2,7,7,8,4,1,5,4,18,18.8
2 Seasons,,NJN,NBA,33:40,7,13,4,5,5,9,5,8,2,7,7,8,4,1,5,4,18,18.8
1 Season,,UTA,NBA,23:53,6,13,2,3,5,11,4,6,2,3,4,5,3,0,2,4,15,12.3
1 Season,,MIN,NBA,17:13,4,5,1,2,3,3,2,2,1,3,3,2,1,0,2,1,10,9.0
1 Season,,TOR,NBA,23:55,4,10,2,5,4,6,2,3,1,2,3,6,2,1,2,3,10,6.3
