,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1986-87,22,HOUSTON,30,892,127,277,,,36,49,,169,,31,45,42,67,293,.458,,.735,29.7,9.8,5.6,
1987-88,23,HOUSTON,31,992,193,353,,,81,116,,212,,29,50,48,87,467,.547,,.698,32.0,15.1,6.8,
Career,,,61,1884,320,630,,,117,165,,381,,60,95,90,154,760,.508,,.709,30.9,12.5,6.2,
