,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,22,PHI,NBA,SG,78,1797,2%,56%,42%,1%,,0.0,-3.0,41,26,88,7,49,8,347,13,43
2011-12,23,PHI,NBA,SF,65,1713,1%,3%,90%,6%,,+2.5,-5.1,33,48,55,11,48,6,398,16,35
2012-13,24,PHI,NBA,SF,82,2892,,25%,71%,4%,,-3.7,-0.3,88,49,97,21,81,14,779,13,87
2013-14,25,TOT,NBA,SF,81,2457,,33%,67%,,,-7.3,-5.8,90,71,101,14,108,6,596,20,108
2013-14,25,PHI,NBA,SF,54,1886,,26%,73%,1%,,-8.4,+4.4,76,57,76,10,91,3,451,15,85
2013-14,25,IND,NBA,SF,27,571,,54%,46%,,,-3.1,-9.2,14,14,25,4,17,3,145,5,23
2014-15,26,BOS,NBA,SG,82,2260,1%,43%,56%,1%,,-2.6,-6.1,129,50,84,11,49,3,991,9,39
2015-16,27,BOS,NBA,SG,81,2271,,30%,67%,3%,,+2.2,-2.6,83,69,67,7,73,9,817,15,43
2016-17,28,POR,NBA,SF,65,1658,,7%,91%,2%,,-4.7,-7.5,66,23,67,5,43,3,477,16,37
2017-18,29,POR,NBA,SF,79,2034,,4%,93%,4%,,-0.8,-7.5,51,33,76,4,46,11,412,10,15
2018-19,30,POR,NBA,PG,73,1605,48%,52%,,,,+1.1,-4.8,83,21,61,5,44,10,696,10,27
2019-20,31,ATL,NBA,PG,19,251,63%,32%,6%,,,-12.2,-4.6,18,5,12,1,8,1,92,3,4
Career,,,NBA,,705,18938,5%,28%,64%,2%,,-1.9,-4.5,682,395,708,86,549,71,5605,125,438
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHI,NBA,,279,8288,1%,27%,69%,3%,,-2.7,-0.8,238,180,316,49,269,31,1975,57,250
3 seasons,,POR,NBA,,217,5297,15%,19%,64%,2%,,-1.5,-6.7,200,77,204,14,133,24,1585,36,79
2 seasons,,BOS,NBA,,163,4531,1%,37%,61%,2%,,-0.2,-4.4,212,119,151,18,122,12,1808,24,82
1 season,,IND,NBA,,27,571,,54%,46%,,,-3.1,-9.2,14,14,25,4,17,3,145,5,23
1 season,,ATL,NBA,,19,251,63%,32%,6%,,,-12.2,-4.6,18,5,12,1,8,1,92,3,4
