Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,24,WSA,ABA,NA,5,NA,19,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,0,NA,1,0,1,0,3,8,2
Career,NA,,ABA,NA,5,NA,19,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,0,NA,1,0,1,0,3,8,2
