,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,WAS,NBA,C,68,1609,.498,2.7,.998,.645,.321,.032,.000,.002,.499,.559,.405,.231,,.000,.562,.181,68,,1.000,.000,0,0
2001-02,25,WAS,NBA,C,71,1346,.538,1.9,1.000,.781,.201,.018,.000,.000,.538,.651,.143,.000,,,.520,.315,86,,,,0,0
2002-03,26,WAS,NBA,C,16,230,.472,1.6,1.000,.792,.189,.019,.000,.000,.472,.548,.200,.000,,,.560,.189,10,,,,0,0
2003-04,27,TOT,NBA,C,62,865,.521,1.6,1.000,.811,.142,.042,.005,.000,.521,.565,.333,.375,.000,,.505,.168,27,,,,0,0
2003-04,27,WAS,NBA,C,1,4,.000,2.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,,0,0
2003-04,27,PHO,NBA,C,61,861,.524,1.6,1.000,.810,.143,.042,.005,.000,.524,.569,.333,.375,.000,,.505,.169,27,,,,0,0
2004-05,28,CHA,NBA,C,17,135,.452,0.5,1.000,.935,.065,.000,.000,.000,.452,.448,.500,,,,.357,.065,2,,,,0,0
Career,,,NBA,,234,4185,.511,2.1,.999,.735,.235,.028,.001,.001,.511,.584,.323,.222,.000,.000,.532,.214,193,,1.000,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,156,3189,.510,2.3,.999,.707,.266,.026,.000,.001,.511,.595,.320,.158,,.000,.545,.232,164,,1.000,.000,0,0
1 season,,PHO,NBA,,61,861,.524,1.6,1.000,.810,.143,.042,.005,.000,.524,.569,.333,.375,.000,,.505,.169,27,,,,0,0
1 season,,CHA,NBA,,17,135,.452,0.5,1.000,.935,.065,.000,.000,.000,.452,.448,.500,,,,.357,.065,2,,,,0,0
