,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1980-81,22,NYK,NBA,,1,2,0,0,1,2,2,2,,,1,0,,0,,2,4,
1983-84,25,KCK,NBA,,9,16,0,1,9,16,5,6,2,2,4,5,1,0,2,5,22,17.3
1985-86,27,SAC,NBA,,9,21,0,1,9,20,7,7,4,4,8,4,2,1,5,5,25,12.9
1988-89,30,HOU,NBA,,5,13,2,4,4,13,7,8,3,2,5,7,3,2,3,2,15,13.5
1989-90,31,HOU,NBA,,1,3,0,1,1,2,0,0,0,0,0,2,0,0,0,1,2,1.3
Career,,,,,9,21,2,4,9,20,7,8,,,8,7,,2,,5,25,
2 Seasons,,"KCK,SAC",NBA,,9,21,0,1,9,20,7,7,4,4,8,5,2,1,5,5,25,17.3
2 Seasons,,HOU,NBA,,5,13,2,4,4,13,7,8,3,2,5,7,3,2,3,2,15,13.5
1 Season,,NYK,NBA,,1,2,0,0,1,2,2,2,,,1,0,,0,,2,4,
