,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,28,NYK,NBA,PF,5,186,.532,5.1,1.000,.532,.170,.255,.043,.000,.532,.560,.500,.583,.000,,.560,.000,0,,,,0,0
2003-04,31,NYK,NBA,PF,4,139,.429,13.2,1.000,.143,.041,.449,.367,.000,.429,.429,.500,.500,.333,,.857,.000,0,,,,0,0
2005-06,33,PHO,NBA,C,1,6,,,,,,,,,,,,,,,,,0,,,,0,0
2006-07,34,PHO,NBA,C,11,212,.523,12.4,1.000,.215,.062,.262,.462,.000,.523,.571,.750,.529,.467,,.912,.000,0,,,,0,0
2007-08,35,SAS,NBA,PF,17,268,.457,12.6,1.000,.214,.057,.214,.514,.000,.457,.600,.750,.467,.361,,.813,.000,0,,,,0,0
2008-09,36,SAS,NBA,PF,5,80,.455,10.2,1.000,.364,.000,.364,.273,.000,.455,.750,,.000,.667,,1.000,.000,0,,,,0,0
2009-10,37,MIL,NBA,C,7,199,.486,12.5,1.000,.200,.114,.257,.429,.000,.486,.857,.750,.222,.400,,.824,.000,0,,,,0,0
2010-11,38,CHI,NBA,PF,7,74,.556,13.6,.889,.222,.056,.222,.389,.111,.625,.750,1.000,.750,.429,.000,.800,.056,1,,.000,,0,0
Career,,,NBA,,57,1164,.488,11.4,.993,.258,.078,.281,.376,.007,.491,.605,.652,.470,.396,.000,.806,.003,1,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,22,348,.457,12.3,1.000,.235,.049,.235,.481,.000,.457,.632,.750,.368,.385,,.838,.000,0,,,,0,0
2 seasons,,PHO,NBA,,12,218,.523,12.4,1.000,.215,.062,.262,.462,.000,.523,.571,.750,.529,.467,,.912,.000,0,,,,0,0
2 seasons,,NYK,NBA,,9,325,.479,9.3,1.000,.333,.104,.354,.208,.000,.479,.531,.500,.529,.300,,.696,.000,0,,,,0,0
1 season,,CHI,NBA,,7,74,.556,13.6,.889,.222,.056,.222,.389,.111,.625,.750,1.000,.750,.429,.000,.800,.056,1,,.000,,0,0
1 season,,MIL,NBA,,7,199,.486,12.5,1.000,.200,.114,.257,.429,.000,.486,.857,.750,.222,.400,,.824,.000,0,,,,0,0
