,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,22,TOT,NBA,SG,60,719,.388,17.2,.507,.228,.022,.071,.187,.493,.456,.607,.333,.316,.340,.318,.581,.011,3,.905,.220,.310,1,1
2009-10,22,MIL,NBA,SG,41,486,.362,17.0,.537,.232,.023,.068,.215,.463,.432,.512,.500,.250,.395,.280,.585,.011,2,.957,.268,.182,1,1
2009-10,22,PHI,NBA,SG,19,233,.440,17.6,.451,.220,.022,.077,.132,.549,.512,.800,.000,.429,.167,.380,.571,.011,1,.842,.140,.714,0,0
2010-11,23,PHI,NBA,SG,74,2062,.425,18.7,.389,.163,.054,.067,.105,.611,.468,.602,.323,.395,.383,.397,.779,.007,4,.978,.250,.425,1,0
2011-12,24,PHI,NBA,SG,66,1644,.409,18.5,.430,.167,.049,.073,.141,.570,.468,.615,.435,.412,.333,.365,.777,.011,4,.979,.203,.259,1,0
2012-13,25,LAL,NBA,SG,78,1663,.387,18.4,.355,.204,.058,.017,.075,.645,.441,.528,.226,.556,.350,.357,.651,.025,10,.893,.292,.370,1,0
2013-14,26,LAL,NBA,SG,77,2556,.463,14.8,.547,.289,.111,.061,.086,.453,.514,.678,.323,.333,.338,.401,.741,.034,28,.907,.225,.418,0,0
2014-15,27,DET,NBA,SG,60,1462,.416,15.8,.603,.189,.135,.103,.176,.397,.460,.614,.347,.473,.372,.349,.845,.007,4,.932,.217,.348,0,0
2015-16,28,DET,NBA,SG,3,43,.350,15.6,.550,.150,.150,.150,.100,.450,.273,.333,.000,.667,.000,.444,1.000,.000,0,.500,.222,.000,0,0
2016-17,29,ORL,NBA,SG,36,738,.402,18.2,.465,.148,.074,.105,.137,.535,.395,.526,.421,.259,.343,.409,.766,.008,2,.929,.139,.474,1,0
2017-18,30,WAS,NBA,SG,77,1119,.399,17.8,.466,.120,.120,.099,.127,.534,.464,.723,.468,.282,.360,.343,.765,.003,0,.944,.200,.357,0,0
2018-19,31,TOR,NBA,SG,8,104,.538,15.3,.538,.179,.179,.103,.077,.462,.619,.857,.714,.250,.333,.444,.923,.000,0,1.000,.389,.429,0,0
Career,,,NBA,,539,12110,.420,17.1,.476,.200,.085,.071,.120,.524,.471,.625,.358,.372,.352,.373,.754,.016,55,.933,.230,.373,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHI,NBA,,159,3939,.419,18.5,.411,.169,.050,.070,.122,.589,.472,.628,.357,.405,.341,.383,.758,.009,9,.969,.223,.378,2,0
2 seasons,,LAL,NBA,,155,4219,.435,16.2,.475,.257,.091,.044,.082,.525,.494,.634,.300,.365,.342,.381,.719,.030,38,.901,.256,.393,1,0
1 season,,WAS,NBA,,77,1119,.399,17.8,.466,.120,.120,.099,.127,.534,.464,.723,.468,.282,.360,.343,.765,.003,0,.944,.200,.357,0,0
2 seasons,,DET,NBA,,63,1505,.413,15.8,.601,.188,.135,.105,.173,.399,.453,.606,.333,.483,.365,.353,.848,.007,4,.910,.217,.333,0,0
1 season,,MIL,NBA,,41,486,.362,17.0,.537,.232,.023,.068,.215,.463,.432,.512,.500,.250,.395,.280,.585,.011,2,.957,.268,.182,1,1
1 season,,ORL,NBA,,36,738,.402,18.2,.465,.148,.074,.105,.137,.535,.395,.526,.421,.259,.343,.409,.766,.008,2,.929,.139,.474,1,0
1 season,,TOR,NBA,,8,104,.538,15.3,.538,.179,.179,.103,.077,.462,.619,.857,.714,.250,.333,.444,.923,.000,0,1.000,.389,.429,0,0
