Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,LAL,NBA,PF,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0.001,NA,NA,NA,NA,NA
1968-69,24,SDR,NBA,PF,5,97,18.6,0.586,0.4,NA,NA,NA,5.1,NA,NA,NA,0.4,0,0.4,0.21,NA,NA,NA,NA,NA
1971-72,27,MIL,NBA,PF,11,156,13.4,0.459,0.346,NA,NA,15.3,4.8,NA,NA,NA,0,0.4,0.4,0.112,NA,NA,NA,NA,NA
1974-75,30,CHI,NBA,PF,4,34,11.6,0.398,0.2,6,12.4,9.2,0,5.8,0,NA,-0.1,0.1,0,0.046,NA,-2.9,1.2,-1.7,0
Career,NA,,NBA,,21,288,14.9,0.503,0.348,6,12.4,14.2,4.3,5.8,0,NA,0.4,0.4,0.8,0.137,NA,-2.9,1.2,-1.7,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,11,156,13.4,0.459,0.346,NA,NA,15.3,4.8,NA,NA,NA,0,0.4,0.4,0.112,NA,NA,NA,NA,NA
1 season,NA,SDR,NBA,,5,97,18.6,0.586,0.4,NA,NA,NA,5.1,NA,NA,NA,0.4,0,0.4,0.21,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,4,34,11.6,0.398,0.2,6,12.4,9.2,0,5.8,0,NA,-0.1,0.1,0,0.046,NA,-2.9,1.2,-1.7,0
1 season,NA,LAL,NBA,,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0.001,NA,NA,NA,NA,NA
