,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,SDR,NBA,,8,14,7,8,,,4,1,,,,20
1971-72,27,MIL,NBA,,4,,6,6,,,,,,,,9
1974-75,30,TOT,NBA,,3,4,1,2,2,2,4,0,,0,2,6
1974-75,30,CHI,NBA,,3,4,1,2,2,2,4,0,,0,2,6
Career,,,,,8,,7,8,,,,,,,,20
1 Season,,MIL,NBA,,4,,6,6,,,,,,,,9
1 Season,,SDR,NBA,,8,14,7,8,,,4,1,,,,20
1 Season,,CHI,NBA,,3,4,1,2,2,2,4,0,,0,2,6
