Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,LAL,NBA,PF,22,NA,118,6.1,15.9,0.385,7.3,10.4,0.706,NA,NA,13.7,1.5,NA,NA,6.1,19.5
1967-68,23,SDR,NBA,C,52,NA,1805,7.3,17.3,0.423,6.3,7.9,0.802,NA,NA,11.4,1.4,NA,NA,3.8,20.9
1968-69,24,SDR,NBA,PF,78,NA,2489,6.5,15.3,0.422,4.3,5.8,0.748,NA,NA,10.2,2,NA,NA,3.6,17.3
1969-70,25,SDR,NBA,PF,82,NA,2152,7.6,17.1,0.442,4.8,6.1,0.782,NA,NA,10.2,2.3,NA,NA,4.6,20
1970-71,26,SDR,NBA,PF,73,NA,1464,6,14.4,0.42,5.2,6.6,0.785,NA,NA,10.9,2.4,NA,NA,4.7,17.3
1971-72,27,MIL,NBA,PF,79,NA,1524,5.5,12.5,0.44,4.9,6.5,0.749,NA,NA,9.7,2.2,NA,NA,5,15.9
1972-73,28,TOT,NBA,PF,73,NA,2041,6.9,15.6,0.441,5.3,6.7,0.794,NA,NA,9.9,2,NA,NA,4.3,19.1
1972-73,28,PHI,NBA,PF,48,NA,1558,7.2,16.3,0.441,5.5,7,0.781,NA,NA,10.2,2.2,NA,NA,4,19.8
1972-73,28,KCO,NBA,PF,25,NA,483,6,13.4,0.444,4.8,5.7,0.842,NA,NA,8.9,1.4,NA,NA,5.1,16.7
1973-74,29,KCO,NBA,PF,82,NA,1777,5.6,12.8,0.434,3.3,4.2,0.796,2.6,5.3,7.9,1.9,1.4,0.7,4.6,14.5
1974-75,30,TOT,NBA,PF,54,NA,939,6.1,13.3,0.46,4.4,5.5,0.792,2.6,6.2,8.9,2,1.6,1.2,4.6,16.6
1974-75,30,NOJ,NBA,PF,4,NA,57,5.7,18.3,0.31,5.7,6.3,0.9,3.8,7.6,11.4,4.4,2.5,0.6,6.9,17.1
1974-75,30,CHI,NBA,PF,50,NA,882,6.1,12.9,0.473,4.3,5.5,0.784,2.6,6.2,8.7,1.8,1.6,1.3,4.5,16.5
1975-76,31,CHI,NBA,PF,2,NA,7,10.3,20.6,0.5,0,10.3,0,0,10.3,10.3,0,5.1,0,10.3,20.6
Career,NA,,NBA,,597,NA,14316,6.5,15.1,0.433,4.8,6.2,0.778,2.6,5.6,10,2,1.5,0.9,4.4,17.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SDR,NBA,,285,NA,7910,6.9,16.1,0.428,5.1,6.5,0.778,NA,NA,10.6,2,NA,NA,4.1,18.8
2 seasons,NA,KCO,NBA,,107,NA,2260,5.7,13,0.436,3.6,4.5,0.809,2.6,5.3,8.1,1.8,1.4,0.7,4.7,14.9
1 season,NA,MIL,NBA,,79,NA,1524,5.5,12.5,0.44,4.9,6.5,0.749,NA,NA,9.7,2.2,NA,NA,5,15.9
2 seasons,NA,CHI,NBA,,52,NA,889,6.2,13,0.474,4.3,5.5,0.772,2.6,6.2,8.7,1.8,1.6,1.3,4.5,16.6
1 season,NA,PHI,NBA,,48,NA,1558,7.2,16.3,0.441,5.5,7,0.781,NA,NA,10.2,2.2,NA,NA,4,19.8
1 season,NA,LAL,NBA,,22,NA,118,6.1,15.9,0.385,7.3,10.4,0.706,NA,NA,13.7,1.5,NA,NA,6.1,19.5
1 season,NA,NOJ,NBA,,4,NA,57,5.7,18.3,0.31,5.7,6.3,0.9,3.8,7.6,11.4,4.4,2.5,0.6,6.9,17.1
