Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,LAL,NBA,PF,22,NA,118,20,52,0.385,24,34,0.706,NA,NA,45,5,NA,NA,20,64
1967-68,23,SDR,NBA,C,52,NA,1805,366,865,0.423,316,394,0.802,NA,NA,571,71,NA,NA,189,1048
1968-69,24,SDR,NBA,PF,78,NA,2489,448,1061,0.422,299,400,0.748,NA,NA,703,141,NA,NA,249,1195
1969-70,25,SDR,NBA,PF,82,NA,2152,453,1025,0.442,287,367,0.782,NA,NA,609,137,NA,NA,275,1193
1970-71,26,SDR,NBA,PF,73,NA,1464,245,584,0.42,212,270,0.785,NA,NA,442,98,NA,NA,193,702
1971-72,27,MIL,NBA,PF,79,NA,1524,233,530,0.44,206,275,0.749,NA,NA,410,95,NA,NA,213,672
1972-73,28,TOT,NBA,PF,73,NA,2041,391,886,0.441,300,378,0.794,NA,NA,562,113,NA,NA,242,1082
1972-73,28,PHI,NBA,PF,48,NA,1558,311,706,0.441,236,302,0.781,NA,NA,442,94,NA,NA,173,858
1972-73,28,KCO,NBA,PF,25,NA,483,80,180,0.444,64,76,0.842,NA,NA,120,19,NA,NA,69,224
1973-74,29,KCO,NBA,PF,82,NA,1777,275,634,0.434,164,206,0.796,129,260,389,94,68,35,229,714
1974-75,30,TOT,NBA,PF,54,NA,939,159,346,0.46,114,144,0.792,69,163,232,51,42,32,121,432
1974-75,30,NOJ,NBA,PF,4,NA,57,9,29,0.31,9,10,0.9,6,12,18,7,4,1,11,27
1974-75,30,CHI,NBA,PF,50,NA,882,150,317,0.473,105,134,0.784,63,151,214,44,38,31,110,405
1975-76,31,CHI,NBA,PF,2,NA,7,2,4,0.5,0,2,0,0,2,2,0,1,0,2,4
Career,NA,,NBA,,597,NA,14316,2592,5987,0.433,1922,2470,0.778,198,425,3965,805,111,67,1733,7106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SDR,NBA,,285,NA,7910,1512,3535,0.428,1114,1431,0.778,NA,NA,2325,447,NA,NA,906,4138
2 seasons,NA,KCO,NBA,,107,NA,2260,355,814,0.436,228,282,0.809,129,260,509,113,68,35,298,938
1 season,NA,MIL,NBA,,79,NA,1524,233,530,0.44,206,275,0.749,NA,NA,410,95,NA,NA,213,672
2 seasons,NA,CHI,NBA,,52,NA,889,152,321,0.474,105,136,0.772,63,153,216,44,39,31,112,409
1 season,NA,PHI,NBA,,48,NA,1558,311,706,0.441,236,302,0.781,NA,NA,442,94,NA,NA,173,858
1 season,NA,LAL,NBA,,22,NA,118,20,52,0.385,24,34,0.706,NA,NA,45,5,NA,NA,20,64
1 season,NA,NOJ,NBA,,4,NA,57,9,29,0.31,9,10,0.9,6,12,18,7,4,1,11,27
