Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1989-90,26,SEA,NBA,PF,26,148,11.9,0.508,0,0.523,5.3,19,11.9,6.4,1.4,1.3,14.3,17.8,NA,0.1,0.1,0.2,0.066,NA,-1.7,0.1,-1.6,0
1990-91,27,SEA,NBA,PF,13,53,9.4,0.286,0.036,0.143,6.7,16,11.3,20.2,6.6,4.9,16.8,28.3,NA,-0.3,0.1,-0.1,-0.117,NA,-5,3.6,-1.4,0
Career,NA,,NBA,,39,201,11.2,0.429,0.014,0.375,5.7,18.2,11.7,10,2.7,2.3,15.2,20.6,NA,-0.2,0.3,0.1,0.017,NA,-2.6,1,-1.6,0
