Season,Team,Lg,Salary
1997-98,Golden State Warriors,NBA,"$1,495,000"
1998-99,Golden State Warriors,NBA,"$1,701,000"
1999-00,Golden State Warriors,NBA,"$1,922,520"
2000-01,Golden State Warriors,NBA,"$3,580,000"
2001-02,Golden State Warriors,NBA,"$4,400,000"
2002-03,Golden State Warriors,NBA,"$4,400,000"
2003-04,Golden State Warriors,NBA,"$4,400,000"
2004-05,Golden State Warriors,NBA,"$6,500,000"
2005-06,Golden State Warriors,NBA,"$7,312,500"
2006-07,Golden State Warriors,NBA,"$8,125,000"
2007-08,Golden State Warriors,NBA,"$8,937,500"
2007-08,Orlando Magic,NBA,"$1,219,590"
2008-09,Golden State Warriors,NBA,"$6,800,000"
2008-09,Memphis Grizzlies,NBA,"$1,262,275"
2009-10,Orlando Magic,NBA,"$1,306,455"
Career,(may be incomplete),,"$63,361,840"
