Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,24,DET,NBA,SF,34,0,331,1.7,4.9,0.356,0,0,NA,1.7,4.9,0.356,0.9,2.4,0.364,4.4,4.5,8.8,1.8,1.3,1.2,1.3,6.5,4.4
1996-97,26,ATL,NBA,PF,72,2,850,1.7,3.9,0.44,0,0,NA,1.7,3.9,0.44,0.8,2.2,0.385,3.2,5.4,8.6,1,1.2,0.6,1.8,4.9,4.2
1997-98,27,VAN,NBA,PF,28,2,249,2.9,8.2,0.351,0.1,0.1,1,2.7,8.1,0.339,2.5,4.3,0.567,3.5,6.5,10,1.3,1.4,0.4,2.5,5.5,8.4
Career,NA,,NBA,,134,4,1430,1.9,4.9,0.394,0,0,1,1.9,4.8,0.391,1.1,2.6,0.433,3.5,5.4,8.9,1.3,1.3,0.7,1.8,5.4,5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,72,2,850,1.7,3.9,0.44,0,0,NA,1.7,3.9,0.44,0.8,2.2,0.385,3.2,5.4,8.6,1,1.2,0.6,1.8,4.9,4.2
1 season,NA,DET,NBA,,34,0,331,1.7,4.9,0.356,0,0,NA,1.7,4.9,0.356,0.9,2.4,0.364,4.4,4.5,8.8,1.8,1.3,1.2,1.3,6.5,4.4
1 season,NA,VAN,NBA,,28,2,249,2.9,8.2,0.351,0.1,0.1,1,2.7,8.1,0.339,2.5,4.3,0.567,3.5,6.5,10,1.3,1.4,0.4,2.5,5.5,8.4
