Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,24,CIN,NBA,PG,48,NA,457,53,181,0.293,NA,NA,NA,53,181,0.293,0.293,26,53,0.491,NA,NA,115,51,NA,51,132
1964-65,25,CIN,NBA,PG,55,NA,470,56,168,0.333,NA,NA,NA,56,168,0.333,0.333,23,47,0.489,NA,NA,127,41,NA,64,135
1965-66,26,CIN,NBA,PG,50,NA,478,84,207,0.406,NA,NA,NA,84,207,0.406,0.406,15,38,0.395,NA,NA,119,61,NA,85,183
1967-68,28,BOS,NBA,SG,65,NA,782,114,272,0.419,NA,NA,NA,114,272,0.419,0.419,43,84,0.512,NA,NA,161,69,NA,165,271
1968-69,29,INA,ABA,PG,18,NA,346,40,117,0.342,0,2,0,40,115,0.348,0.342,18,31,0.581,31,36,67,52,26,51,98
1969-70,30,INA,ABA,PG,70,NA,1016,70,212,0.33,10,39,0.256,60,173,0.347,0.354,38,69,0.551,91,120,211,185,115,177,188
1970-71,31,INA,ABA,PG,8,NA,92,6,17,0.353,0,3,0,6,14,0.429,0.353,1,1,1,7,15,22,7,8,18,13
Career,NA,,TOT,,314,NA,3641,423,1174,0.36,10,44,0.227,413,1130,0.365,0.365,164,323,0.508,129,171,822,466,149,611,1020
,NA,,NBA,,218,NA,2187,307,828,0.371,NA,NA,NA,307,828,0.371,0.371,107,222,0.482,NA,NA,522,222,NA,365,721
,NA,,ABA,,96,NA,1454,116,346,0.335,10,44,0.227,106,302,0.351,0.35,57,101,0.564,129,171,300,244,149,246,299
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,153,NA,1405,193,556,0.347,NA,NA,NA,193,556,0.347,0.347,64,138,0.464,NA,NA,361,153,NA,200,450
3 seasons,NA,INA,ABA,,96,NA,1454,116,346,0.335,10,44,0.227,106,302,0.351,0.35,57,101,0.564,129,171,300,244,149,246,299
1 season,NA,BOS,NBA,,65,NA,782,114,272,0.419,NA,NA,NA,114,272,0.419,0.419,43,84,0.512,NA,NA,161,69,NA,165,271
