Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,24,CIN,NBA,PG,6,NA,7.2,1,3.8,0.261,NA,NA,NA,1,3.8,0.261,0.261,0.2,0.7,0.25,NA,NA,2.2,0.5,NA,0.7,2.2
1964-65,25,CIN,NBA,PG,4,NA,11.8,1.3,3.3,0.385,NA,NA,NA,1.3,3.3,0.385,0.385,0.8,1,0.75,NA,NA,3,0.8,NA,2,3.3
1965-66,26,CIN,NBA,PG,4,NA,11.5,1.8,5.5,0.318,NA,NA,NA,1.8,5.5,0.318,0.318,0.8,1,0.75,NA,NA,2.3,1.3,NA,2.8,4.3
1967-68,28,BOS,NBA,SG,17,NA,4.8,0.4,1.4,0.292,NA,NA,NA,0.4,1.4,0.292,0.292,0.1,0.4,0.286,NA,NA,1,0.5,NA,1.4,0.9
1968-69,29,INA,ABA,PG,16,NA,24.4,2.3,7.3,0.308,0,0.3,0,2.3,7,0.321,0.308,1.8,2.9,0.596,NA,NA,4.8,4.3,2.1,3.3,6.3
1969-70,30,INA,ABA,PG,14,NA,13.4,0.9,2.7,0.316,0.2,0.8,0.273,0.6,1.9,0.333,0.355,0.4,0.8,0.545,NA,NA,3.4,2.6,1.4,2.6,2.4
Career,NA,,TOT,,61,NA,13,1.2,3.9,0.308,0.1,0.5,0.188,1.1,3.6,0.317,0.314,0.7,1.3,0.558,NA,NA,2.9,2,1.8,2.2,3.1
,NA,,NBA,,31,NA,7,0.8,2.6,0.305,NA,NA,NA,0.8,2.6,0.305,0.305,0.3,0.6,0.474,NA,NA,1.6,0.6,NA,1.5,1.9
,NA,,ABA,,30,NA,19.3,1.6,5.2,0.31,0.1,0.5,0.188,1.5,4.6,0.324,0.319,1.1,1.9,0.586,NA,NA,4.2,3.5,1.8,3,4.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,30,NA,19.3,1.6,5.2,0.31,0.1,0.5,0.188,1.5,4.6,0.324,0.319,1.1,1.9,0.586,NA,NA,4.2,3.5,1.8,3,4.4
1 season,NA,BOS,NBA,,17,NA,4.8,0.4,1.4,0.292,NA,NA,NA,0.4,1.4,0.292,0.292,0.1,0.4,0.286,NA,NA,1,0.5,NA,1.4,0.9
3 seasons,NA,CIN,NBA,,14,NA,9.7,1.3,4.1,0.31,NA,NA,NA,1.3,4.1,0.31,0.31,0.5,0.9,0.583,NA,NA,2.4,0.8,NA,1.6,3.1
